title,link,Processo,start_vigencia,end_vigencia,Area,Orientador,Orientador_link,Aluno,Aluno_link,Institution,assunto,resumo,Area-Nivel_1,Area-Nivel_2,vigencia_months,label,PIndex
Ancoramento interlamelar em ácidos silícicos e termoquímica da interação cation-centros básicos,/pt/bolsas/99219/ancoramento-interlamelar-em-acidos-silicicos-e-termoquimica-da-interacao-cation-centros-basicos/,04/12586-0,2005-07-01,2009-06-30,Ciências Exatas e da Terra - Química - Química Inorgânica,Claudio Airoldi,/pt/pesquisador/21/claudio-airoldi/,Thaís Regi Macedo,/pt/pesquisador/56204/thais-regi-macedo/,"Instituto de Química (IQ). Universidade Estadual de Campinas (UNICAMP). Campinas , SP, Brasil",Calorimetria Termoquímica Adsorção (química),"O plano de pesquisa tem o objetivo de estudar os ácidos silícicos ilirita (octossilicato) e a kanemita, de estruturas cristalinas com camadas inorgânicas formadas por unidades de octossilicato. Toda síntese leva ao composto final na forma sódica, que após o tratamento com ácido, possibilita a disposição dos grupos silanóis na superfície das lamelas, as quais são mantidas por forças de dispersão. Esses grupos favorecem a reação com os agentes sililantes comerciais ou que podem ser sintetizados no laboratório resultando no ancoramento dos mesmos. Tanto o precursor sódico, a forma ácida e os compostos ancorados serão caracterizados por análise elementar, difração de raios-X, ressonância magnética nuclear dos núcleos 13C e 29Si no estado sólido, análise de superfície e porosidade, espectroscopia de absorção na região do infravermelho, termogravimetria e microscopia eletrônica de varredura. Serão exploradas as capacidades destes materiais ancorados na extração de cátions divalentes existentes em solução aquosa. O efeito interativo cátion/centro básico que acontece na interface sólido/líquido será estudado inicialmente pelo processo de batelada e também através da calorimetria. As grandezas termodinâmicas, obtidas nesses sistemas heterogêneos propiciarão condições para estabelecer ordem energética favorável das interações cátion/nitrogênio, possível efeito quelante na complexação e qual a efetividade de extração de cátions em uma simulada mistura dos mesmos. (AU)",Ciências Exatas e da Terra,Química,47.96813076243866,0.0,243
Desenvolvimento de cerâmicas texturizadas de titanato de bismuto puro e dopado com nióbio,/pt/bolsas/99563/desenvolvimento-de-ceramicas-texturizadas-de-titanato-de-bismuto-puro-e-dopado-com-niobio/,04/13252-9,2005-07-01,2009-06-30,Ciências Exatas e da Terra - Química - Físico-química,José Arana Varela,/pt/pesquisador/29/jose-arana-varela/,Ederson Carlos Aguiar,/pt/pesquisador/62543/ederson-carlos-aguiar/,"Instituto de Química (IQ). Universidade Estadual Paulista (UNESP). Campus de Araraquara. Araraquara , SP, Brasil",Materiais ferroelétricos Materiais cerâmicos Método Pechini Sinterização,"Cerâmicas texturizadas são alternativas atrativas e bastante promissoras para obtenção de materiais ferroelétricos com propriedades otimizadas. Através do método dos precursores poliméricos serão obtidas cerâmicas densas à base de titanato de bismuto (puras e dopadas com nióbio) e com orientação preferencial, por meio de prensagem a quente com controle de atmosfera e temperatura. Para efeito de comparação serão também preparadas cerâmicas peio método convencional, com o propósito de se verificar propriedades melhores nas cerâmicas obtidas pelo método proposto. As propriedades físicas, ferroelétricas, elétricas e dielétricas serão estudadas em função da texturização e do dopante adicionado. Medidas de: área superficial dos pós, difratometria de raios X, espectroscopia Raman, densidade aparente além de caracterização física por microscopia eletrônica de varredura e microscopia de força atômica e caracterização elétrica por curvas de histerese, campo coecitivo, constante dielétrica, condutividade elétrica, etc. serão realizadas. Os resultados serão correlacionados entre si e comparados com dados obtidos da literatura por meio de constante levantamento bibliográfico. (AU)",Ciências Exatas e da Terra,Química,47.96813076243866,0.0,244
Desenvolvimento de sistemas supramoleculares e nanodispositivos baseados em complexos polipiridínicos e politiofenos,/pt/bolsas/99903/desenvolvimento-de-sistemas-supramoleculares-e-nanodispositivos-baseados-em-complexos-polipiridinico/,05/50579-9,2005-07-01,2008-06-30,Ciências Exatas e da Terra - Química - Química Inorgânica,Henrique Eisi Toma,/pt/pesquisador/63/henrique-eisi-toma/,Aline Moreno Chagas Assumpção,/pt/pesquisador/63199/aline-moreno-chagas-assumpcao/,"Instituto de Química (IQ). Universidade de São Paulo (USP). São Paulo , SP, Brasil",Polimerização Materiais nanoestruturados Modelagem molecular,"Na abordagem de sistemas supramoleculares, as unidades moleculares de construção (building-blocks) são funcionalizadas com grupos especialmente projetados para promover um acoplamento efetivo das mesmas, por meio de pontes de hidrogênio, interações hidrofóbicas e/ou eletrostáticas, ou ligações do tipo ponte envolvendo centros metálicos. Este projeto visa o desenvolvimento de sistemas supramoleculares e nanodispositivos utilizando ligantes polipiridínicos acoplados a oligotiofenos de modo a possibilitar a preparação controlada de novos nanomateriais alternando etapas de polimerização e coordenação com íons de metais de transição. Esta última forma permite assimilar e explorar toda a potencialidade da química de coordenação. Neste contexto, nosso grupo de pesquisa vem trabalhando nos últimos anos no campo da nanotecnologia molecular, cobrindo desde o desenvolvimento de espécies moleculares e supramoleculares funcionais, até a geração de filmes e materiais nanoestruturados, visando a exploração de aplicações principalmente na área de sensores e fotoeletroquímica. Propõe-se ainda, estudar as propriedades estruturais dos sistemas sintetizados e avaliar as propriedades eletrônicas dos complexos e dos materiais poliméricos, através de cálculos teóricos acoplando mecânica molecular, teoria de orbital molecular e teoria do funcional de densidade (DFT). (AU)",Ciências Exatas e da Terra,Química,35.97609807182899,0.0,245
Células solares de ZnO:Ga nanocristalino sensibilizado por corante,/pt/bolsas/99297/celulas-solares-de-znoga-nanocristalino-sensibilizado-por-corante/,04/14829-8,2005-07-01,2008-06-30,Ciências Exatas e da Terra - Química - Química Inorgânica,Marian Rosaly Davolos,/pt/pesquisador/33754/marian-rosaly-davolos/,Agnaldo de Souza Gonçalves,/pt/pesquisador/32461/agnaldo-de-souza-goncalves/,"Instituto de Química (IQ). Universidade Estadual Paulista (UNESP). Campus de Araraquara. Araraquara , SP, Brasil",,"O objetivo deste projeto é a construção de células solares flexíveis sensibilizadas por corante (DSSCs = dye-sensitized solar cells) baseadas em filmes de ZnO ou ZnO:Ga nanocristalino depositado sobre substratos plásticos (ITO-PET) com eletrólito polimérico. Os filmes de ZnO e ZnO:Ga preparados pelo método Pechini serão otimizados e caracterizados morfologicamente através de microscopia eletrônica de transmissão e de varredura e difração de raios X. Os filmes também serão caracterizados foto e eletroquimicamente através de voltametria cíclica e crono/potenciometria. Inicialmente será estudada a construção de DSSCs rígidas utilizando eletrólito líquido (iodeto-triiodeto em acetonitrila). Posteriormente serão montadas DSSCs flexíveis a partir de ZnO ou ZnO.Ga depositados sobre ITO-PET, eletrólito polimérico (copolímero poli(óxido de etileno-co-epicloroidrina) complexado com Nal-I2) e contra-eletrodo também flexível de Pt depositado por sputtering ou obtido a partir de CDs graváveis. A sensibilização será realizada utilizando o complexo [Ru(4,4'-dicarboxi-2,2'- bipiridina)2(NCS)2]. Pretende-se concluir a caracterização dos dispositivos através de estudos de espectroscopia de absorção transiente. O desempenho das DSSCs rígidas e flexíveis será avaliado através de medidas de IPCE (eficiência na conversão do fóton incidente em corrente) e curvas de corrente-potencial utilizando simulador solar AM 1,5. A capacitância das células será investigada através de espectroscopia de impedância eletroquímica. (AU)",Ciências Exatas e da Terra,Química,35.97609807182899,1.0,246
Imobilização de horseradish peroxidase(hrp) sobre filmes de polissacarídeos,/pt/bolsas/99904/imobilizacao-de-horseradish-peroxidasehrp-sobre-filmes-de-polissacarideos/,05/50671-2,2005-07-01,2008-06-30,Ciências Exatas e da Terra - Química - Físico-química,Denise Freitas Siqueira Petri,/pt/pesquisador/2607/denise-freitas-siqueira-petri/,Alliny Ferreira Naves,/pt/pesquisador/63201/alliny-ferreira-naves/,"Instituto de Química (IQ). Universidade de São Paulo (USP). São Paulo , SP, Brasil",Filmes ultrafinos Polissacarídeos,"Neste projeto será realizada a imobilização de horseradish peroxidase (HRP) sobre filmes ultrafinos de três diferentes pofissacarídeos (carboximetil celulose, CMC, butirato acetato de celulose, CAB, e butirato acetato de carboximetil celulose, CM-CAB) suportados sobre lâminas de silício modificadas com aminopropiltrimetoxisilano (APS). Isotermas de adsorção da enzima serão obtidas variando o pH e a força iônica para cada tipo de polissacarídeo, visando à otimização das condições de imobilização da biomolécula. O crescimento dos biofilmes será monitorado por elipsometria in situ. A caracterização dos biofilmes será realizada por medidas de ângulo de contato, elipsometria (para determinar a quantidade de material adsorvido) e microscopia de força atômica (AFM). A atividade catalítica da enzima imobilizada será determinada através da reação do metacrilato de 2-hidroxietila (HEMA) em emulsão. As dispersões coloidais obtidas serão caracterizadas por medidas de espalhamento de luz, potencial zeta, determinação do teor de sólidos e das taxas de conversão de monômero em polímero. (AU)",Ciências Exatas e da Terra,Química,35.97609807182899,0.0,247
Confiabilidade metrológica da determinação de elementos tóxicos e essenciais em leite bovino de raças exploradas no Brasil,/pt/bolsas/99983/confiabilidade-metrologica-da-determinacao-de-elementos-toxicos-e-essenciais-em-leite-bovino-de-raca/,04/15966-9,2005-07-01,2009-06-30,Ciências Exatas e da Terra - Química - Química Analítica,Elisabete Aparecida de Nadai Fernandes,/pt/pesquisador/4975/elisabete-aparecida-de-nadai-fernandes/,Luís Gustavo Cofani dos Santos,/pt/pesquisador/46847/luis-gustavo-cofani-dos-santos/,"Centro de Energia Nuclear na Agricultura (CENA). Universidade de São Paulo (USP). Piracicaba , SP, Brasil",,"Em vista da crescente preocupação com qualidade e segurança alimentar, será investigada a composição química do leite, uma matriz complexa com alta variação natural, considerando-se as diversas raças exploradas (Holandesa, Jersey, Gir, Girolanda, Pardo Suíço, Guzerá e Gir Mocha) nas regiões geográficas do país segundo os diferentes tipos de manejo -confinamento (44%), semi-confinamento (35%) e pastejo (21%). Para tanto, será empregada a análise por ativação neutrônica instrumental, técnica analítica de demonstrado rigor metrológico, para a determinação de elementos tóxicos e essenciais à nutrição humana (Ag, Al, As, Au, Ba, Br, Ca, Cd, Co, Cr, Cu, Fe, Hg, I, K, Mg, Mn, Mo, Na, Ni, P, Pb, Pt, Rb, Sc, Se, Sr, Ti, V e Zn). A espectrometria de absorção atômica com atomização eletrotérmica em forno de grafite (GFAAS) e a espectrometria de massas com plasma indutivamente acoplado (ICP-MS) serão empregadas complementarmente para a determinação de elementos de interesse não cobertos pela INAA. Com o desenvolvimento deste projeto, busca-se estabelecer um mapeamento da qualidade do leite bovino brasileiro no que diz respeito aos elementos químicos tóxicos e essenciais considerando os parâmetros raça, região geográfica e sistema de manejo. Utilizando-se de técnicas analíticas otimizadas e metrologicamente confiáveis, será conseguida a caracterização e a diferenciação dos vários sistemas agroleiteiros em prática no Brasil. (AU)",Ciências Exatas e da Terra,Química,47.96813076243866,0.0,248
Eletroforese capilar de proteínas com detecção condutométrica sem contato,/pt/bolsas/98291/eletroforese-capilar-de-proteinas-com-deteccao-condutometrica-sem-contato/,04/05343-4,2005-07-01,2008-02-29,Ciências Exatas e da Terra - Química - Química Analítica,Claudimir Lucio Do Lago,/pt/pesquisador/48/claudimir-lucio-do-lago/,Lucas Blanes,/pt/pesquisador/35482/lucas-blanes/,"Instituto de Química (IQ). Universidade de São Paulo (USP). São Paulo , SP, Brasil",Eletroforese capilar Instrumentação,"A eletroforese capilar (CE) tem crescido muito como técnica analítica, tanto devido a relativa simplicidade da instrumentação como pelo fato dessa técnica possibilitar variadas aplicações, como a identificação de compostos orgânicos e inorgânicos, utilizando métodos de detecção bastante variados. Este projeto tem como objetivos a separação de proteínas em CE em um equipamento desenvolvido em nosso laboratório, utilizando-se detecção condutométrica sem contato. Pretendemos determinar a massa molecular de proteínas desconhecidas a partir de padrões protéicos, com o capilar de sílica preenchido em determinados momentos com uma matriz polimérica, o que demandará o desenvolvimento de um sistema injetor de alta pressão para este fim. Também criaremos um circuito eletrônico que pretende minimizar instabilidades que são verificadas de linha base em condições de baixo fluxo eletroosmótico, o que deve requerer alterações no detector usado originalmente. No intuito de analisarmos mais de uma amostra ao mesmo tempo, também implantaremos um sistema com oito capilares com o controle automático da temperatura. (AU)",Ciências Exatas e da Terra,Química,31.967802213597807,0.0,249
Estudo de mecanismos de reações envolvendo compostos de telúrio e aplicações sintéticas de compostos calcogenados,/pt/bolsas/99631/estudo-de-mecanismos-de-reacoes-envolvendo-compostos-de-telurio-e-aplicacoes-sinteticas-de-compostos/,04/13798-1,2005-05-01,2009-04-30,Ciências Exatas e da Terra - Química - Química Orgânica,João Valdir Comasseto,/pt/pesquisador/235/joao-valdir-comasseto/,Artur Franz Keppler,/pt/pesquisador/62690/artur-franz-keppler/,"Instituto de Química (IQ). Universidade de São Paulo (USP). São Paulo , SP, Brasil",Selênio Síntese orgânica Telúrio,"O presente projeto tem por objetivo a preparação de enediinos Z funcionalizados utilizando metodologias envolvendo a química de telúrio, os quais serão submetidos às reações de cicloaromatização do tipo Bergman. Os produtos dessas cicloaromatizações seriam fontes de aril-lítio, precursores de sistemas aromáticos multi-funcionalizados. (AU)",Ciências Exatas e da Terra,Química,47.96813076243866,1.0,250
Tratamento de efluentes provenientes de curtumes utilizando processos eletroquímicos e fotocatalíticos,/pt/bolsas/99639/tratamento-de-efluentes-provenientes-de-curtumes-utilizando-processos-eletroquimicos-e-fotocatalitic/,04/13291-4,2005-05-01,2009-05-31,Ciências Exatas e da Terra - Química - Química Analítica,Paulo Olivi,/pt/pesquisador/6088/paulo-olivi/,Carla Regina Costa,/pt/pesquisador/53138/carla-regina-costa/,"Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP). Universidade de São Paulo (USP). Ribeirão Preto , SP, Brasil",Curtume Tratamento Eletrocatálise Efluentes Meio ambiente,"De acordo com o Banco Nacional de Desenvolvimento Econômico e Social (BNDES), em 2001 a indústria brasileira de couro era constituída por 450 curtumes. No estado de São Paulo, trinta e sete cidades possuem curtumes, sendo que cinco delas estão localizadas na região de Ribeirão Preto. Efluentes típicos deste tipo de indústria são caracterizados pela alta demanda química de oxigênio (COD), alto conteúdo salino, amônia, alto conteúdo de substâncias fenólicas e pelo pH fortemente alcalino. Mesmo depois do tratamento convencional, alguns parâmetros do efluente como COD, salinidade, amônia e surfactantes muitas vezes encontram-se acima dos limites requeridos, o que se deve ao fato de muitos dos compostos orgânicos utilizados serem persistentes ao tratamento químico e/ou biológico. Por esta razão torna-se necessário o estudo de métodos alternativos aos processos clássicos para o tratamento desses resíduos. Este projeto tem como objetivo empregar métodos alternativos aos convencionais para o tratamento de efluentes provenientes de curtumes. Serão estudados os seguintes processos: eletroquímico, fotocatalítico, foto-eletroquímico e, eletroquímico e fotocatalíticos acoplados. A degradação de um resíduo de curtume artificial será monitorada por medidas de Carbono Orgânico Total (TOC), Demanda Bioquímica de Oxigênio (BOD), Demanda Química de Oxigênio (COD), fenóis totais, toxicidade, absorbância, pH, condutividade e presença de compostos organoclorados. Os métodos serão avaliados quanto à eficiência de degradação, diminuição do potencial tóxico do efluente e consumo de energia. (AU)",Ciências Exatas e da Terra,Química,48.98663216903838,0.0,251
"Alguns estudos em catálise assimétrica e sua aplicação em síntese orgânica: 1- adição 1,4 estereosseletiva de nitroalcanos a lactonas a,b-insaturadas catalisada por complexos..",/pt/bolsas/99337/alguns-estudos-em-catalise-assimetrica-e-sua-aplicacao-em-sintese-organica-1-adicao-14-estereosse/,04/13452-8,2005-04-01,2006-09-17,Ciências Exatas e da Terra - Química - Química Orgânica,Ronaldo Aloise Pilli,/pt/pesquisador/977/ronaldo-aloise-pilli/,Cesar Henrique Pavam,/pt/pesquisador/38060/cesar-henrique-pavam/,"Instituto de Química (IQ). Universidade Estadual de Campinas (UNICAMP). Campinas , SP, Brasil",Catálise assimétrica Nitrocompostos,"A maneira mais eficiente de transferir a informação estereoquímica durante uma reação química é através da intermediação de catalisadores quirais, muito embora em muitos casos apenas um número restrito de substratos seja eficientemente processado por tais catalisadores. O desenvolvimento de catalisadores heterobimetálicos que incorporam em sua estrutura centros ácidos e básicos capazes de ativar simultaneamente uma espécie nucleofílica (ativação pelo centro básico) e outra eletrofílica (pelo centro ácido) é uma estratégia que pode ampliar bastante a gama de substratos e reações apropriadas para o processo catalítico. O presente Projeto de Doutorado propõe o estudo de reações de Michael na versão catalítica e assimétrica entre ânions nitronatos e lactonas alfa,beta-insaturadas catalisadas pelo complexo heterobimetálico (R)-ALB, preparado a partir de (R)-BINOL e LÍAIH4, bem como a extensão desse estudo a reações tandem Michael/aldol e entre enolatos de lactonas ativadas a nitroalcenos. A organocatálise através do uso de L-prolina, uréias, tiouréias e guanidinas quirais será também investigada. Os nitrocompostos obtidos em forma enantiomericamente pura ou enriquecida serão transformados em gama-aminoácidos não-naturais, análogos do neurotransmissor excitatório GABA. (AU)",Ciências Exatas e da Terra,Química,17.544508100782355,0.0,252
Manganesporfirinas suportadas em zeólitas como catalisadores: oxidação de hidrocarbonetos e metabolismo de fármacos,/pt/bolsas/99251/manganesporfirinas-suportadas-em-zeolitas-como-catalisadores-oxidacao-de-hidrocarbonetos-e-metaboli/,04/13557-4,2005-04-01,2009-03-31,Ciências Exatas e da Terra - Química - Química Inorgânica,Yassuko Iamamoto,/pt/pesquisador/6268/yassuko-iamamoto/,Luciana de Paula Baggini Lovo,/pt/pesquisador/45158/luciana-de-paula-baggini-lovo/,"Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto (FFCLRP). Universidade de São Paulo (USP). Ribeirão Preto , SP, Brasil",Oxidação Peneira molecular Catálise Zeolitas,"A primeira etapa do projeto visa obter e caracterizar diferentes MnPs catiônicas suportadas em zeólitas X e Y e peneiras moleculares do tipo MCM-41 que possuem cavidades maiores facilitando a adsorção de grandes complexos porfirínicos e também fármacos. Será feito um estudo de atividade catalítica comparando esses novos sistemas de MnPs encapsuladas, impregnadas em zeólitas e em superfície de sílica, usando os substratos (Z)-cicloocteno, cicloexeno, cicloexano e adamantano e como oxidantes PhIO e H2O2. Pretende-se com estes estudos compreender a relação entre os resultados catalíticos e as propriedades dos sítios de reação quanto a: (i) ambiente de coordenação ao Mn central, afetando a formação da espécie ativa; (ii) a natureza do suporte como a polaridade afetando a acessibilidade ao sítio ativo; (iii) a natureza da MnP e o microambiente criado. O objetivo neste contexto é avaliar a eficiência destes catalisadores heterogêneos, a seletividade quanto ao tamanho do substrato e, portanto, relacionar estrutura/reatividade com os possíveis mecanismos envolvidos nestas reações de oxidação. Na segunda etapa o objetivo é usar os melhores sistemas como catalisadores no metabolismo oxidativo dos fármacos praziquantel (antiheimíntico) etioridazina (antipsicótico) usando PhIO e H2O2 como oxidantes. Pretende-se estudar o comportamento biomimético destes catalisadores frente a estes fármacos, bem como avaliar a possibilidade de obtenção dos metabólitos de interesse para testes toxicológicos e/ou farmacológicos. (AU)",Ciências Exatas e da Terra,Química,47.96813076243866,0.0,253
Blendas poliméricas biomodificadas por microrganismos de solo e de chorume,/pt/bolsas/99318/blendas-polimericas-biomodificadas-por-microrganismos-de-solo-e-de-chorume/,04/14381-7,2005-03-01,2008-02-29,Ciências Exatas e da Terra - Química - Físico-química,Sandra Mara Martins Franchetti,/pt/pesquisador/5987/sandra-mara-martins-franchetti/,Adriana de Campos Pastre,/pt/pesquisador/62095/adriana-de-campos-pastre/,"Instituto de Biociências (IB). Universidade Estadual Paulista (UNESP). Campus de Rio Claro. Rio Claro , SP, Brasil",Blendas Espectroscopia de infravermelho com transformada de Fourier Microscopia eletrônica de varredura Varredura diferencial de calorimetria Biodegradação,"O aumento da disposição final de resíduos plásticos tem causado graves problemas ambientais, no mundo todo. Conseqüentemente cresceu o interesse pelo desenvolvimento de polímeros degradãveis. Polímeros sintéticos como polietileno e poliestireno podem ser degradados na presença de oxigênio e raios ultravioleta, porém, o processo de degradação é extremamente demorado. O uso de polímeros biodegradáveis pôde ajudar a reduzir o impacto ambiental de materiais plásticos. Blendas (misturas) de polímeros sintéticos com polímeros biodegradáveis podem levar às diferentes aplicações tecnológicas, além de possibilitar um processo biodegradativo mais eficiente, devido a presença do polímero biodegradável. Este trabalho tem por objetivo investigar a biodegradação de filmes de blendas de Polipropileno (PP) com poli(hidroxibutira-co-valerato) (PHBV), poli(ε-caprolactona) (PCL), poli(L-ácido láctico) (PLLA), obtidos por fusão, e de poli(cloreto de vinila) (PVC) com PCL, obtidos por casting, através da ação de microrganismos do solo e do chorume, medindo-se Absorção no Infravermelho com Transformada de Fourier (FTIR) e no Ultravioleta-Visível (UV-Vis), Microscopia Eletrônica de Varredura (MEV) e Calorimetria Exploratória Diferencial (DSC). (AU)",Ciências Exatas e da Terra,Química,35.97609807182899,1.0,254
"Bioprospecção em Guignardia bidwelli (vr-10), VR2 e vr-8, fungos endofíticos associados a Viguiera robusta (Asteraceae)",/pt/bolsas/99627/bioprospeccao-em-guignardia-bidwelli-vr-10-vr2-e-vr-8-fungos-endofiticos-associados-a-viguiera-r/,04/06399-3,2005-03-01,2008-08-31,Ciências Exatas e da Terra - Química - Química Orgânica,Mônica Tallarico Pupo,/pt/pesquisador/6657/monica-tallarico-pupo/,Luciano da Silva Momesso,/pt/pesquisador/49750/luciano-da-silva-momesso/,"Faculdade de Ciências Farmacêuticas de Ribeirão Preto (FCFRP). Universidade de São Paulo (USP). Ribeirão Preto , SP, Brasil",Bioprospecção Micro-organismos endofíticos Metabólitos secundários,"A bioprospecção em fungos endofíticos ainda é uma área de pesquisa pouco explorada, especialmente em relação aos microrganismos associados a plantas da família Asteraceae, a qual compreende várias espécies de importância econômica e medicinal. O presente projeto está inserido em um Projeto de Auxílio à Pesquisa e tem como objetivo ampliar os estudos iniciados no projeto de mestrado, visando conhecer à química destes microrganismos, bem como as atividades biológicas associadas. Serão realizados os cultivos em meio líquido Czapeck em escala ampliada de duas espécies de endofíticos (VR-2 e VR-8), em fase de identificação, que apresentaram resultados promissores nos ""screenings"" químico e biológico preliminares. Guignardia bidwelli (VR-10), VR-2 e VR-8 serão também cultivados em meio sólido de arroz para a comparação da produção de metabólitos em relação ao cultivo em meio líquido, uma vez que fonte de nutrientes influencia a produção qualitativa de metabólitos. Os extratos obtidos em escala ampliada serão fracionados através de métodos cromatográficos e as substâncias isoladas serão identificadas através de métodos espectroscópicos. Os extratos, frações e substâncias serão submetidos a ensaios antimicrobianos, tripanocida e de inibição das enzimas GAPDH e DHODH de Trypanosoma cruzi. (AU)",Ciências Exatas e da Terra,Química,42.021396743259615,1.0,255
Desenvolvimento e caracterização eletroquímica de sensores a base de filmes com tcnx para a determinação de espécies de interesse biológico e ambiental,/pt/bolsas/97079/desenvolvimento-e-caracterizacao-eletroquimica-de-sensores-a-base-de-filmes-com-tcnx-para-a-determin/,03/09583-7,2005-03-01,2007-03-31,Ciências Exatas e da Terra - Química - Química Analítica,Lauro Tatsuo Kubota,/pt/pesquisador/535/lauro-tatsuo-kubota/,Rita de Cássia Silva Luz,/pt/pesquisador/58182/rita-de-cassia-silva-luz/,"Instituto de Química (IQ). Universidade Estadual de Campinas (UNICAMP). Campinas , SP, Brasil",Sensores Método eletroquímico,"Este projeto tem como objetivo o estudo eletroquímico para desenvolvimento de eletrodos modificados com tetracianoquinodimetano (TCNQ) e tetracianoetileno (TCNE) na presença e ausência de polímero condutores. Numa segunda etapa será avaliada a propriedade catalítica do eletrodo modificado frente compostos de importância biológica e ambiental, visando o desenvolvimento de sensores. Após esta avaliação, serão escolhidos os melhores sistemas para fazer estudos de determinações para posteriores aplicações em amostras reais. (AU)",Ciências Exatas e da Terra,Química,24.96971190373519,0.0,256
"Síntese, caracterização e aplicações de poli (1,1-ferrocenilenovinileno) e seus derivados",/pt/bolsas/98620/sintese-caracterizacao-e-aplicacoes-de-poli-11-ferrocenilenovinileno-e-seus-derivados/,04/10608-7,2005-03-01,2007-09-16,Ciências Exatas e da Terra - Química - Química Orgânica,Jonas Gruber,/pt/pesquisador/87130/jonas-gruber/,Camila dos Santos Gonçalves,/pt/pesquisador/60945/camila-dos-santos-goncalves/,"Instituto de Química (IQ). Universidade de São Paulo (USP). São Paulo , SP, Brasil",Polímeros condutores Sensores de gases,"O presente projeto de pesquisa envolve a síntese eletroquímica de novos polímeros conjugados da família dos poli(p-fenilenovinileno)s, PPVs. Esses polímeros correspondem ao poli(1,1'-ferrocenilenovinileno) e seus análogos indênicos e fluorênicos. O plano compreende a caracterização desses polímeros sob o ponto de vista espectroscópico (RMN de 1H e 13C, IV, UV), eletroquímico (voltametria cíclica), térmico (DSC e TG), elétrico (dopagem e medidas de condutividade elétrica, construção de dispositivos sanduíche metal1/polímero/metal2 e determinação de parâmetros, tais como, afinidade eletrônica, potencial de ionização e mobilidade de portadores de carga) e determinação da massa molar média por SEC. Finalmente, os polímeros serão estudados quanto à sua aplicação em dispositivos opto-eletrônicos, em sensores de gases e em sensores de óxido-redução. (AU)",Ciências Exatas e da Terra,Química,30.52218731390788,0.0,257
Descoloração e degradação de corantes ácidos usados em curtumes via oxidação eletroquímica e fotoeletroquímica,/pt/bolsas/98964/descoloracao-e-degradacao-de-corantes-acidos-usados-em-curtumes-via-oxidacao-eletroquimica-e-fotoele/,04/07353-7,2005-03-01,2008-07-31,Ciências Exatas e da Terra - Química - Química Analítica,Maria Valnice Boldrin,/pt/pesquisador/3827/maria-valnice-boldrin/,Fabiana Maria Monteiro Paschoal,/pt/pesquisador/61551/fabiana-maria-monteiro-paschoal/,"Instituto de Química (IQ). Universidade Estadual Paulista (UNESP). Campus de Araraquara. Araraquara , SP, Brasil",Fotoeletroquímica Eletro-oxidação,"A indústria de couros e derivados é uma das indústrias de grande relevância no país, porém tem causado inúmeros problemas ambientais em relação à quantidade de cromo e corantes presentes no efluente. O presente trabalho visa desenvolver métodos de degradação baseados nas técnicas de oxidação eletroquímica e fotoeletrocatalítica do corante ácido vermelho 151, amplamente utilizado na produção de couros e investigar a redução de Cr (VI) a Cr(III) no contra- eletrodo de Ti/TiO2 durante degradação fotoeletrocatalítica do corante no anodo visando minimizar a toxicidade do efluente resultante. Para esta finalidade pretende-se investigar as melhores condições experimentais para a degradação de um corante ácido como modelo de corantes azo via oxidação eletroquímica e/ou fotoeletrocatalítica e posteriormente aplicar a metodologia otimizada para a degradação de outros corantes sintéticos do tipo ácido muito utilizado na indústria de curtumes designados por: vermelho Sellaset e Drimaren turquesa protegidos por patentes na presença e ausência de Cr(VI)/Cr(III) e presentes nas águas de rejeito do Curtume Bertim de Lins - SP. (AU)",Ciências Exatas e da Terra,Química,41.00289533665989,1.0,258
Preparação do sio2/fosfato de zircônio (IV) pelo método de processamento sol-gel caracterização e propriedades,/pt/bolsas/99154/preparacao-do-sio2fosfato-de-zirconio-iv-pelo-metodo-de-processamento-sol-gel-caracterizacao-e-pr/,04/14340-9,2005-03-01,2008-02-29,Ciências Exatas e da Terra - Química - Química Inorgânica,Yoshitaka Gushikem,/pt/pesquisador/743/yoshitaka-gushikem/,Victor Luís Leidens,/pt/pesquisador/61855/victor-luis-leidens/,"Instituto de Química (IQ). Universidade Estadual de Campinas (UNICAMP). Campinas , SP, Brasil",Troca iônica Processo sol-gel,"O presente projeto visa desenvolver um processo baseado no processamento sol-gel para a preparação do sistema SiO2/ZrO2/Fosfato com o intuito de obter um sólido contendo elevada densidade de sítios ácidos de Bronsted por unidade de massa do sólido. As texturas, as estruturas locais, estabilidades térmicas e mecânicas dos sólidos obtidos em cada uma das etapas, deverão ser determinadas. Os materiais obtidos deverão ser utilizados na retenção de metais alcalinos, Li+, Na+ e K+, além do íon NH4+, através de um processo de troca iônica. As constantes de equilíbrio heterogêneas do processo de troca iônica na interface sólida-solução deverão ser determinadas bem como as afinidades relativas dos materiais por estes íons. (AU)",Ciências Exatas e da Terra,Química,35.97609807182899,0.0,259
