link_researcher,assunto_keywords,assunto_ids
/pt/auxilios/81718/adicao-de-acido-linolenico-e-l-carnitina-na-maturacao-oocitaria-efeitos-sobre-o-metabolismo-celular/,Fertilização in vitro animal##Criopreservação animal##Bovinos##Expressão gênica##Metabolismo dos lipídeos##Ácido alfa-linolênico##L-carnitina,11951##6050##2718##874##159832##153173##161120
/pt/auxilios/81784/quimioterapia-metronomica-em-carcinomas-de-glandula-mamaria-de-cadelas-e-validacao-da-terapia/,Oncologia veterinária##Neoplasias mamárias##Quimioterapia##Administração metronômica##Inibidores da angiogênese##Fatores de crescimento do endotélio vascular##Cães##Estudos de validação,4371##1603##4920##161119##12510##150298##3722##148665
/pt/auxilios/58558/diagnostico-da-sindrome-da-disfuncao-cognitiva-em-caes-idosos-apos-procedimento-cirurgico-anestesico/,Anestesia##Transtornos cognitivos##Proteínas S100##Período pós-operatório##Cães,5882##6868##159263##6954##3722
/pt/auxilios/81449/transgenese-sitio-especifica-mediada-por-integrases-na-geracao-de-embrioes-bovinos-geneticamente-mod/,Animais geneticamente modificados##Bovinos##Mutagênese sítio-dirigida##Integrases##Fibroblastos,1119##2718##5191##19630##1979
/pt/auxilios/58341/determinacao-da-variacao-da-pressao-de-pulso-em-equinos-anestesiados-com-isofluorano-e-mecanicamente/,Anestesiologia veterinária##Isoflurano##Hidratação##Equinos,153518##12998##151572##3670
/pt/auxilios/58345/plasma-rico-em-plaquetas-e-medula-ossea-nas-osteossinteses-minimamente-invasivas-da-tibia-de-caes/,Ortopedia e traumatologia veterinária##Fraturas de ossos em animal##Tibia##Regeneração óssea##Transplante autólogo##Placas ósseas##Cães,6525##3725##149703##3451##1622##150255##3722
/pt/auxilios/58383/avaliacao-da-qualidade-microbiologica-contagem-de-pseudomonas-spp-e-sua-importancia-durante-a-obte/,Pseudomonas##Refrigeração##Leite##Sazonalidade,5279##6602##354##4784
/pt/auxilios/58408/perfil-bioquimico-tipificacao-muscular-expressao-de-transportadores-de-monocarboxilatos-e-proteina/,Fisiologia animal##Fisiologia musculoesquelética##Transportadores de ácidos monocarboxílicos##Imuno-histoquímica##Equinos,3206##158807##159313##162220##3670
/pt/auxilios/58410/herpesvirus-bovino-tipo-5-expressao-de-genes-relacionados-a-morte-celular-programada-em-infeccao-in/,Reprodução animal##Doenças infecciosas em animais##Infertilidade animal##Herpesvirus bovino 5##Marcadores genéticos,157868##5441##159635##4279##8136
/pt/auxilios/58412/expressao-dos-genes-mdr-1-tp53-bcl-2-e-bax-em-tumor-venereo-transmissivel-canino-e-sua-relacao-com/,Oncologia veterinária##Neoplasias em animal##Tumores venéreos veterinários##Quimioterapia##Cultura de células##Expressão gênica##Citotoxicidade,4371##4372##159298##4920##4904##874##6595
/pt/auxilios/58480/estudo-comparativo-do-potencial-de-diferenciacao-de-celulas-tronco-mesenquimais-de-caes-equinos-e-b/,Terapia baseada em transplante de células e tecidos##Células-tronco mesenquimais##Medula óssea##Cordão umbilical##Quitosana##Curativos biológicos,164713##16463##5640##12200##1956##10674
/pt/auxilios/58499/monitoramento-nao-invasivo-da-ciclicidade-ovariana-em-lycalopex-vetulus/,Animais silvestres##Lycalopex vetulus##Raposas##Ciclo estral animal##Progesterona##Estradiol##Técnicas imunoenzimáticas##Fezes,9091##159286##153833##2869##2866##5129##4935##4499
/pt/auxilios/58531/validacao-de-modelo-experimental-utilizando-passeriformes-na-infeccao-de-frangos-de-corte-por-salmon/,Salmonelose animal##Transmissão de doenças animais##Salmonella##Frangos de corte,3883##675##2299##765
/pt/auxilios/58538/fatores-de-risco-e-desfechos-de-casos-repetidos-de-mastite-clinica-em-vacas-leiteiras-de-alta-produc/,Mastite animal##Vacas##Anti-infecciosos##Contaminação##Qualidade do leite##Laticínios##Fatores de risco,3873##1962##162377##4498##159276##2305##1076
/pt/auxilios/58545/expressao-proteica-da-via-pi3kaktmtor-em-mastocitomas-caninos/,Neoplasias em animal##Mastocitoma##Prognóstico##Cães##Imuno-histoquímica,4372##152562##737##3722##162220
/pt/auxilios/58563/transtornos-reprodutivos-causados-por-agentes-infecciosos-e-parasitarios-em-canis-comerciais/,Doenças parasitárias em animais##Doenças infecciosas em animais##Morte fetal##Aborto animal##Cães,158337##5441##152302##9069##3722
/pt/auxilios/58622/uso-do-ultrassom-para-avaliar-transplantes-de-celulas-tronco-mesenquimais-no-musculo-de-equinos-ma/,Terapia baseada em transplante de células e tecidos##Células-tronco mesenquimais##Ultrassom##Cardiomiopatias##Nanocristais##Equinos,164713##16463##10931##16073##9625##3670
/pt/auxilios/58723/estudo-microbiologico-e-bioquimico-do-leite-e-perfil-bioquimico-sanguineo-com-enfase-em-proteinas-d/,Mastite animal##Proteínas da fase aguda##Caprinos,3873##7992##1058
/pt/auxilios/58727/caracterizacao-clinica-laboratorial-e-terapeutica-de-equinos-infectados-pela-borreliose-de-lyme-sim/,Zoonoses##Borrelioses animal##Neuroborreliose de Lyme##Borrelia burgdorferi##Artrite animal##Equinos##ELISA em animal,5471##159244##159245##158883##18465##3670##7087
/pt/auxilios/58043/indicadores-de-qualidade-do-leite-e-conforto-animal-em-fazendas-que-usam-o-sistema-de-cama-composta/,Mastite bovina##Bovinocultura leiteira##Qualidade do leite##Bem-estar do animal,151961##1847##159276##20655
/pt/auxilios/58188/identificacao-de-marcadores-da-resposta-imune-e-inflamatoria-em-encefalites-virais-induzidas-experim/,Viroses em animais##Encefalite animal##Resposta inflamatória##Modelos animais de doenças,5624##4278##8119##159079
/pt/auxilios/58272/o-papel-das-celulas-b-1-na-infeccao-experimental-pelo-encephalitozoon-cuniculi-em-camundongos/,Infecções oportunistas##Síndromes de imunodeficiência##Encephalitozoon cuniculi##Linfócitos B##Linfócitos T##Interleucina-10,7381##990##161194##3012##2047##8383
/pt/auxilios/58274/avaliacao-clinica-e-estudo-da-ocorrencia-de-broncopneumonia-em-bovinos/,Clínica veterinária##Ruminantes##Bovinos##Sistema respiratório##Doenças respiratórias##Broncopneumonia,7234##1063##2718##2941##517##152180
/pt/auxilios/58362/estudo-sobre-o-ciclo-de-hepatozoon-spp-em-areas-rurais-do-municipio-de-botucatu-sao-paulo-avalia/,Parasitologia veterinária##Transmissão de doenças animais##Hepatozoonose##Roedores##Cães,8399##675##159319##2194##3722
/pt/auxilios/58384/separacao-imunomagnetica-associada-a-bacteriofago-para-diagnostico-de-salmonella-enterica-em-carne-d/,Frangos de corte##Contaminação##Salmonella typhimurium##Salmonella enteritidis##Salmonella heidelberg##Reação em cadeia por polimerase (PCR),765##4498##11749##149218##173497##6714
/pt/auxilios/56789/caracterizacao-genotipica-de-amostras-de-leishmania-spp-isoladas-de-caes-de-area-endemica-para-leis/,Leishmaniose visceral animal##Sorologia,4571##10032
/pt/auxilios/57758/inseminacao-artificial-de-cadelas-com-semen-sexado-por-gradiente-de-densidade/,Inseminação artificial animal,2870
/pt/auxilios/57825/uso-de-gordura-subcutanea-como-matriz-biologica-para-dosagem-de-esteroides-sexuais-em-baleias-jubart/,Fisiologia animal##Baleias##Megaptera novaeangliae##Hormônios esteroides gonadais##Gordura subcutânea,3206##16828##149172##10962##12282
/pt/auxilios/57873/estudo-da-influencia-alimentar-na-etiologia-da-urolitiase-em-cordeiros/,Ovinocultura##Cordeiros##Urolitíase##Alimentação animal,3424##19653##16502##10425
/pt/auxilios/57893/avaliacao-dos-padroes-de-vitalidade-neonatal-hemogasometria-e-eletrocardiografia-em-equinos-da-raca/,Neonatologia veterinária##Equinos##Potros##Hemogasometria##Índice de Apgar,161231##3670##151968##6822##161232
/pt/auxilios/57897/chlamydophila-psittaci-em-aves-e-humanos-estudo-de-uma-zoonose-emergente/,Doenças das aves##Zoonoses por bactérias##Infecções por Chlamydophila##Psitacose##Chlamydophila psittaci##Vigilância epidemiológica##Pneumonia por clamídia##Diagnóstico clínico,156991##5472##161226##155351##156595##4614##161227##3397
/pt/auxilios/57993/utilizacao-de-armadilha-de-emersao-para-captura-de-flebotomineos-em-area-com-transmissao-e-sem-trans/,Saúde pública##Zoonoses##Doenças parasitárias em animais##Leishmaniose##Insetos vetores,157772##5471##158337##519##941
/pt/auxilios/57998/celulas-tronco-mesenquimais-ctm-e-proteina-morfogenetica-rhbmp-2-associada-a-quimioterapia-uma/,Neoplasias em animal##Cães##Neoplasias de tecido ósseo##Osteossarcoma##Terapia baseada em transplante de células e tecidos##Biomarcadores tumorais##Células da medula óssea##Células-tronco mesenquimais##Proteína morfogenética óssea 2,4372##3722##158684##163916##164713##167092##12508##16463##153254
/pt/auxilios/58041/participacao-das-plaquetas-na-genese-da-dor-inflamatoria-estudo-da-mediacao-quimica-e-celular/,Fisiopatologia animal##Plaquetas sanguíneas##Hiperalgesia##Inflamação##Hemostasia##Nociceptividade,5292##42608##3014##665##2807##157770
/pt/auxilios/57714/polimorfismo-e-expressao-do-transportador-monocarboxilato-mct1-e-sua-proteina-auxiliar-cd147-em-hema/,Fisiologia do exercício##Cavalos##Fadiga muscular##Eritrócitos##Lactatos##Glicólise##Transportadores de ácidos monocarboxílicos##Polimorfismo genético##Expressão de proteínas,1004##18969##149606##2958##18962##152773##159313##151781##159837
/pt/auxilios/56767/avaliacao-hormonal-serica-estereologica-e-imunohistoquimica-da-membrana-corioalantoide-a-termo-de-e/,Morfometria##Relações materno-fetais##Membrana corioalantoide##Placenta##Fatores de crescimento do endotélio vascular##Imuno-histoquímica##Equinos,734##16454##161346##2833##150298##162220##3670
/pt/auxilios/56801/estudo-comparativo-do-efeito-da-terapia-fotodinamica-laserterapia-e-antibioticoterapia-em-lesoes-p/,Animais silvestres##Pinguins##Spheniscus magellanicus##Pododermatite##Terapia fotodinâmica##Antibióticos##Terapia a laser,9091##19607##161338##6838##150454##1966##10350
/pt/auxilios/56842/alteracoes-hemodinamicas-inflamatorias-e-de-proliferacao-celular-no-utero-de-cadelas-com-hiperplasi/,Ginecologia veterinária##Cadelas##Fisiologia da reprodução##Útero##Piometra##Ultrassonografia Doppler##Receptores de fatores de crescimento do endotélio vascular##Proliferação celular,158846##8348##161610##14767##151247##18952##151306##5458
/pt/auxilios/56843/relacao-das-caracteristicas-genotipicas-de-staphylococcus-coagulase-negativa-com-as-taxas-de-cura-ap/,Fatores de virulência##Staphylococcus##Mastite animal##Ovelhas,5779##6087##3873##5320
/pt/auxilios/56891/diagnostico-molecular-da-resistencia-do-rhipicephalus-boophilus-microplus-a-fipronil/,Parasitologia veterinária##Carrapatos##Rhipicephalus##Mutação##Técnicas de diagnóstico molecular##Acaricidas,8399##276##151432##988##6547##4762
/pt/auxilios/56950/estudo-de-alteracoes-patologicas-em-situacoes-ligadas-a-pericia-em-medicina-veterinaria/,Patologia veterinária##Medicina legal##Toxicologia forense##Prova pericial##Docimasia,5887##2108##5146##158244##161289
/pt/auxilios/56955/neuropatogenia-da-leishmaniose-visceral-canina-investigacao-de-mediadores-inflamatorios/,Leishmaniose visceral animal##Doenças do sistema nervoso##Encefalite animal##Mediadores da inflamação##Cães,4571##4702##4278##1483##3722
/pt/auxilios/46252/investigacao-epidemiologica-e-molecular-de-leishmania-leishmania-chagasi-em-carrapatos-rhipicephal/,Sorologia##Caracterização molecular##Leishmaniose,10032##173592##519
/pt/auxilios/56254/padronizacao-da-tecnica-de-mensuracao-de-lipidios-na-epiderme-normal-de-caes-e-mensuracao-de-lipidio/,Dermatologia veterinária##Dermatite##Epiderme##Ceramidas##Lipídeos##Cães,8610##5768##4828##153826##2036##3722
/pt/auxilios/56449/inclusao-de-oleo-essencial-na-dieta-para-equinos/,Nutrição animal##Suplementos alimentares para animais##Óleos essenciais##Digestibilidade##Fermentação##Equinos,764##6942##619##1488##350##3670
/pt/auxilios/56472/avaliacao-da-maturidade-pulmonar-de-cabritos-nascidos-a-termo-e-prematuros-pela-analise-citologica/,Prenhez##Desenvolvimento fetal##Maturidade dos órgãos fetais##Pulmão##Asfixia##Caprinos,2867##151674##158465##2942##156312##1058
/pt/auxilios/56552/variacao-antigenica-do-anaplasma-marginale-e-expressao-das-proteinas-de-superficie-maior/,Parasitologia veterinária##Imunoparasitologia##Anaplasmose##Anaplasma marginale##Diagnóstico clínico##Técnicas imunoenzimáticas,8399##12045##149349##151867##3397##4935
/pt/auxilios/56599/avaliacao-da-imunidade-passiva-contra-rotavirose-em-bezerros-nascidos-de-vacas-vacinadas-com-vacina/,Vírus da diarreia viral bovina##Rotavirus animal##Técnicas imunoenzimáticas##Imunização##Imunoglobulina G##Bovinos,5878##7138##4935##944##10555##2718
/pt/auxilios/56609/avaliacao-de-tecnica-sorologica-para-leishmaniose-visceral-e-doenca-de-chagas-em-animais-silvestres/,Zoonoses##Animais silvestres##Doença de Chagas##Leishmaniose visceral animal##Trypanosoma cruzi##Clonagem##Análise de sequência de DNA,5471##9091##154##4571##155##261##8439
/pt/auxilios/47561/avaliacoes-clinica-hematologica-bioquimica-e-de-liquido-peritoneal-de-equinos-submetidos-a-puncao/,Gastroenterologia veterinária##Doenças do ceco##Peritonite##Equinos,7693##157197##6084##3670
/pt/auxilios/55639/comparacao-do-exame-hematologico-e-pesquisa-de-hematozoarios-realizada-por-diferentes-tecnicas-em-eq/,Equinos##Hematologia##Reação em cadeia por polimerase (PCR),3670##4062##6714
/pt/auxilios/56320/caracterizacao-de-cepas-de-haemophilus-parasuis-isoladas-de-suinos-atraves-da-eletroforese-em-campo/,Doenças transmissíveis##Infecções por Haemophilus##Haemophilus parasuis##Virulência##Sorotipagem##Resistência microbiana a medicamentos##Testes de sensibilidade microbiana##Tipagem de sequências multilocus,7080##159639##161374##875##7839##164237##156698##158323
/pt/auxilios/56453/a-influencia-da-resposta-imune-sobre-os-carcinomas-mamarios-de-cadelas/,Imunopatologia##Neoplasias em animal##Neoplasias mamárias##Citocinas##Evasão da resposta imune##Evasão tumoral##Cães,1879##4372##1603##662##158472##150860##3722
/pt/auxilios/56455/exame-ultrassonografico-modo-b-glandula-mamaria-de-caprinos-para-diagnostico-complementar-de-mastite/,Mastite animal##Diagnóstico clínico##Ultrassonografia##Cabras,3873##3397##398##15459
/pt/auxilios/56193/avaliacao-das-dosagens-de-metabolitos-de-esteroides-em-excretas-de-ararajubas-guaruba-guarouba-den/,Animais em extinção##Aves silvestres##Ararajuba##Endocrinologia veterinária##Hormônios esteroides gonadais##Esteroides fecais##Metabólitos,4863##4791##161411##148871##10962##161035##544
/pt/auxilios/56221/expressao-das-metaloproteinase-2-e-metaloproteinase-9-no-liquido-cefalorraquidiano-e-soro-de-caes-c/,Patologia veterinária##Cinomose##Encefalite viral##Metaloproteinase 2 da matriz##Metaloproteinase 9 da matriz##Barreira hematoencefálica##Líquido céfalorraquidiano##Cães,5887##152903##154670##153009##153010##153066##5319##3722
/pt/auxilios/56377/avaliacao-da-importancia-do-fator-de-crescimento-do-endotelio-vascular-do-transportador-de-glicose/,Oncologia veterinária##Neoplasias em animal##Ceratose actínica##Carcinoma de células escamosas##Imuno-histoquímica##Fatores de crescimento do endotélio vascular##Prognóstico##Cães,4371##4372##157834##1032##162220##150298##737##3722
/pt/auxilios/55319/hematologia-bioquimica-serica-e-pressao-oncotica-em-muares/,Bioquímica##Patologia clínica##Muares##Hematologia,158120##148574##156544##4062
/pt/auxilios/55900/deteccao-sorologica-e-caracterizacao-molecular-de-agentes-transmitidos-por-artropodes-vetores-em-ave/,Zoonoses##Doenças das aves##Carrapatos##Interações hospedeiro-parasita##Reação em cadeia por polimerase (PCR),5471##156991##276##167646##6714
/pt/auxilios/55901/ocorrencia-de-chlamydophila-felis-e-a-presenca-de-plasmideo-criptico-em-gatil/,Epidemiologia veterinária##Zoonoses por bactérias##Infecções por Chlamydophila##Chlamydophila felis##Doenças do sistema respiratório em animal##Plasmídeos,152915##5472##161226##161711##12243##2123
/pt/auxilios/55939/aprimoramento-de-tecnica-operatoria-e-reabilitacao-em-procedimentos-artroscopicos/,Cirurgia veterinária##Cirurgia vídeoassistida##Articulações##Artroscopia##Período pós-operatório##Reabilitação (terapêutica médica)##Equinos,5806##160110##7119##6560##6954##159399##3670
/pt/auxilios/55960/aspectos-macro-e-microscopicos-dos-orgaos-genitais-feminino-do-tamandua-bandeira-myrmecophaga-trida/,Anatomia animal##Histologia##Orgãos genitais da fêmea animal##Reprodução animal##Tamanduá-bandeira,6477##158035##150578##157868##159191
/pt/auxilios/56149/analise-da-capacidade-de-ligacao-de-celulas-espermaticas-provenientes-do-epididimo-as-celulas-do-ovi/,Biotecnologia da reprodução##Espermatozoides animal##Proteínas secretadas pelo epidídimo##Capacitação espermática##Fertilização in vitro animal##Equinos,2716##150849##161417##151631##11951##3670
/pt/auxilios/55354/avaliacao-da-leptospiruria-e-identificacao-de-portadores-de-leptospiras-patogenicas-em-caes-mantidos/,Urina##Clínica médica##Cães##Reação em cadeia por polimerase (PCR),4220##157776##3722##6714
/pt/auxilios/53056/determinacao-nao-invasiva-da-concentracao-de-metabolitos-de-hormonios-gonadais-em-excretas-de-ranfas/,Animais de cativeiro##Tucanos##Ramphastidae##Hormônios esteroides gonadais##Estradiol,7709##151220##151221##10962##5129
/pt/auxilios/55632/expressao-da-enzima-indoleamina-23-dioxigenase-em-neoplasias-mamarias-de-caes/,Neoplasias mamárias##Sistema imune##Expressão de proteínas##Progressão tumoral##Cães,1603##5695##159837##161689##3722
/pt/auxilios/55645/inibicao-da-metastase-via-transicao-epitelio-mesenquimal-por-rna-de-interferencia-e-metformina-em-ne/,Neoplasias mamárias##Metástase neoplásica##Metformina##Interferência de RNA##Fator de crescimento transformador beta##Transição epitelial-mesenquimal,1603##2442##8927##5690##161242##148462
/pt/auxilios/55649/estabilidade-do-fator-de-von-willebrand-e-fator-viii-no-crioprecipitado-canino-em-diferentes-protoco/,Hematologia##Fator de Von Willebrand##Hemostasia##Coagulação##Cães,4062##152580##2807##3291##3722
/pt/auxilios/55653/taxa-de-prenhez-resposta-inflamatoria-e-hemodinamica-uterina-influenciadas-pela-pentoxifilina-e-qua/,Fertilidade animal##Espermatozoides##Pentoxifilina##Ultrassonografia Doppler##Prenhez,159633##7064##17010##18952##2867
/pt/auxilios/55883/a-avaliacao-comparativa-da-dopamina-e-noradrenalina-para-o-tratamento-de-hipotensao-em-caes-em-sepse/,Anestesiologia veterinária##Sepse##Hipotensão##Noradrenalina##Dopamina##Microcirculação##Cães,153518##1011##15986##18016##2847##2835##3722
/pt/auxilios/55141/leishmaniose-visceral-canina-estudo-imaginologico-abdominal-e-do-esqueleto-apendicular-em-caes-natu/,Tomografia computadorizada##Diagnóstico por imagem##Zoonoses##Ultrassonografia##Cães,162046##804##5471##398##3722
/pt/auxilios/55251/influencia-da-raca-nelore-e-angus-e-da-populacao-folicular-sobre-o-perfil-de-genes-diferencialment/,Gado Nelore##Bovinos##Expressão gênica,5672##2718##874
/pt/auxilios/47982/epidemiologia-molecular-de-staphylococcus-aureus-e-estafilococos-coagulase-negativa-resistentes-a-ox/,Mastite animal##Staphylococcus##Fatores de virulência##Resistência microbiana a medicamentos##Antibióticos,3873##6087##5779##164237##1966
/pt/auxilios/54891/influencia-do-exercicio-sobre-a-ocorrencia-de-ulceras-gastricas-em-cavalos-de-salto/,Gastroenterologia veterinária##Úlcera gástrica##Equinos##Exercício físico##Hipismo,7693##7386##3670##682##151297
/pt/auxilios/54898/funcao-da-galectina-1-na-resistencia-do-hospedeiro-contra-a-infeccao-experimental-por-neospora-canin/,Doenças parasitárias em animais##Neospora##Galectina 1##Antígenos de histocompatibilidade classe II,158337##5440##151290##13795
/pt/auxilios/55018/estudo-da-laminite-em-ovinos-com-acidose-lactica-rumenal-induzida-experimentalmente/,Laminite##Rúmen##Acidose láctica##Ovinos##Diagnóstico por imagem##Radiografia##Termografia,7550##1064##18474##3416##804##10288##5285
/pt/auxilios/55090/estudo-da-participacao-da-insulina-e-do-efeito-glicocorticoide-exogeno-sobre-a-resposta-inflamatoria/,Insulina##Glucocorticoides##Inflamação aguda##Aloxano##Aeromonas hydrophila,947##5183##177147##12296##18598
/pt/auxilios/55139/resposta-imune-inata-e-antiviral-em-sistema-nervoso-central-de-camundongos-experimentalmente-infecta/,Vírus da raiva##Resposta imune##Imunidade inata##Reação em cadeia por polimerase (PCR)##Expressão gênica##Antivirais##Camundongos,1970##160049##152069##6714##874##7448##5333
/pt/auxilios/55140/comparacao-morfo-histologica-e-ultraestrutural-dos-testiculos-de-amblyomma-cajennense-em-jejum-e-ali/,Amblyomma cajennense##Morfologia animal,6138##1664
/pt/auxilios/55198/classificacao-morfologica-e-imunoistoquimica-em-microarranjo-de-tecido-tma-de-linfomas-nao-hodgkin/,Linfoma##Anatomia patológica##Cães,5996##18392##3722
/pt/auxilios/53042/efeito-do-plasma-seminal-na-inibicaoreversao-das-mudancas-semelhantes-a-capacitacao-e-na-fertilidad/,Suínos##Citometria de fluxo##Sêmen animal##Criopreservação##Fertilização,3645##73##3781##17995##6363
/pt/auxilios/47914/pesquisa-da-infeccao-natural-em-gatos-e-flebotomineos-por-leishmania-infantum-syn-leishmania-chaga/,Zoonoses##Leishmaniose visceral animal##Leishmaniose tegumentar difusa##Gatos,5471##4571##151305##4373
/pt/auxilios/47926/efeito-da-remocao-de-plasma-seminal-na-criopreservacao-de-semen-de-touros-bos-indicus-coletados-por/,Biotecnologia da reprodução##Criopreservação animal##Sêmen animal##Centrifugação##Embriologia animal##Bovinos##Gado Nelore##Bos taurus indicus,2716##6050##3781##51707##2819##2718##5672##165487
/pt/auxilios/47931/analgesia-por-infusao-intravenosa-continua-de-opioides-em-equinos-submetidos-a-sinovite-carpal-com-l/,Anestesiologia veterinária##Sinovite##Equinos##Butorfanol##Metadona##Morfina##Tramadol,153518##151376##3670##7464##10433##20507##10434
/pt/auxilios/47955/avaliacao-de-metodos-estimativos-da-pressao-arterial-direta-em-gatos-anestesiados-com-isofluorano-o/,Anestesiologia veterinária##Pressão sanguínea##Hipotensão##Felinos (criação),153518##1158##15986##149214
/pt/auxilios/47997/tumores-testiculares-em-cao-correlacao-entre-padrao-histologico-e-marcadores-imunoistoquimicos/,Neoplasias em animal##Neoplasias testiculares##Imuno-histoquímica##Cães,4372##9041##162220##3722
/pt/auxilios/48003/avaliacao-da-concentracao-de-lactato-e-potassio-serico-e-dos-valores-de-hemogasometria-de-caes-com-a/,Anestesiologia veterinária##Hemogasometria##Potássio##Lactatos##Cães,153518##6822##1597##18962##3722
