link_researcher,assunto_keywords,assunto_ids
/pt/auxilios/83254/planejamento-racional-e-desenvolvimento-de-novos-prototipos-derivados-de-fosfolipidios-antitumorais/,Antineoplásicos##Neoplasias pulmonares##Apoptose##Colina-fosfato citidililtransferase##Fosfatidiletanolaminas,470##736##72##160799##16916
/pt/auxilios/83259/micrornas-circulantes-em-pre-eclampsia/,Gestantes##Pré-eclâmpsia##Polimorfismo genético##MicroRNAs##Regulação da expressão gênica##Biomarcadores,7986##3718##151781##10971##1386##1891
/pt/auxilios/83602/melanoma-b16-f10-em-camundongos-sobreviventes-a-sepse-papel-de-macrofagos-associados-ao-tumor/,Oncologia##Microambiente tumoral##Melanoma##Sepse##Linfócitos T reguladores##Macrófagos##Expressão gênica##Resposta imune,4867##153685##865##1011##10448##663##874##160049
/pt/auxilios/82740/estudo-da-longevidade-importancia-de-polimorfismos-do-gene-klotho-e-parametros-hematologicos/,Hematologia##Envelhecimento##Anemia##Polimorfismo genético,4062##2054##7458##151781
/pt/auxilios/82754/estudo-de-associacao-entre-polimorfismos-de-genes-da-via-serotoninergica-e-epilepsia-do-lobo-tempora/,Neurologia##Epilepsia do lobo temporal##Transtornos do humor##Depressão##Serotonina##Polimorfismo genético,2395##152834##4916##2472##2473##151781
/pt/auxilios/82781/avaliacao-da-adequacao-de-indicacoes-de-exames-ecocardiograficos-e-de-seu-valor-prognostico-em-centr/,Cardiologia##Ecocardiografia Doppler##Medicina baseada em evidências##Elegibilidade,1006##151292##149123##159707
/pt/auxilios/82878/analise-do-estresse-oxidativo-induzido-por-sulfasalazina-associado-com-a-acao-do-quimioterapico-temo/,Glioblastoma##Glioma##Anatomia patológica##Neoplasias##Astrocitoma##Fator de crescimento epidérmico##Proteína supressora de tumor p53##PTEN fosfo-hidrolase##Metaloproteinase 2 da matriz##Metaloproteinase 9 da matriz##Expressão gênica,17177##16944##18392##362##17176##150355##5228##161458##153009##153010##874
/pt/auxilios/82896/mecanismos-do-remodelamento-excentrico-associado-a-calcificacao-vascular-na-obesidade-e-resistencia/,Cardiologia##Remodelação ventricular##Calcificação vascular##Condrogênese##Estresse oxidativo##Diabetes mellitus##Resistência à insulina##Obesidade,1006##7082##19549##155664##843##997##1266##33
/pt/auxilios/57744/imageamento-in-vivo-da-regeneracao-nervosa-apos-reimplante-de-raizes-motoras-com-selante-de-fibrina/,Biotecnologia##Venenos de origem animal##Serpentes##Serina proteases##Adesivo tecidual de fibrina##Regeneração tecidual guiada##Células-tronco mesenquimais##Fluorescência,1890##252##4690##20776##20832##3021##16463##2245
/pt/auxilios/58615/associacao-entre-a-distrofia-ungueal-e-a-entesopatia-do-aparelho-extensor-da-interfalangica-distal/,Artrite psoriásica##Psoríase##Ultrassonografia,152360##18411##398
/pt/auxilios/82397/condicoes-de-saude-bucal-de-gestantes-do-municipio-de-botucatu-sp-e-seu-conhecimento-sobre-a-impor/,Saúde bucal##Periodontia##Doenças periodontais##Complicações na gravidez##Recém-nascido de baixo peso##Doenças cardiovasculares##Diabetes mellitus,1593##157912##5504##7278##6421##704##997
/pt/auxilios/82480/algoritmos-inteligentes-aplicados-a-tomada-de-decisao-em-transplante-hepatico/,Doação de órgão##Transplante de fígado##Sobrevida##Redes neurais##Algoritmos##Lógica fuzzy,161009##1611##9757##269##853##12991
/pt/auxilios/82508/expressao-do-gene-do-receptor-androgenico-em-mucosa-uretral-de-pacientes-com-hipospadias-antes-e-dep/,Endocrinologia pediátrica##Hipospadia##Expressão gênica##Receptores androgênicos##Mutação##RNA mensageiro,148287##152683##874##16785##988##5127
/pt/auxilios/82547/polimorfismo-do-colageno-tipo-1-como-fator-de-risco-para-a-incontinencia-urinaria-em-gestantes-com-d/,Ginecologia##Obstetrícia##Incontinência urinária##Diabetes gestacional##Qualidade de vida##Polimorfismo genético##Colágeno tipo I,10753##8834##16141##9682##4066##151781##17666
/pt/auxilios/82553/comparacao-entre-duas-estrategias-para-reposicao-volemica-perioperatoria-em-cirurgias-abdominais-in/,Anestesiologia##Cirurgia torácica##Complicações pós-operatórias,5924##6109##44241
/pt/auxilios/82622/spectct-com-dmsa-99tc-em-pacientes-com-anemia-falciforme-imagens-e-qualificacao-da-funcao-renal-t/,Tomografia computadorizada por emissão de fóton único##Cintilografia##Taxa de filtração glomerular##Anemia falciforme,4748##5599##151331##1117
/pt/auxilios/58537/quantificacao-de-celulas-gliais-correlacoes-clinico-patologicas-e-histo-radiologicas-na-esclerose-h/,Doenças do sistema nervoso##Epilepsia do lobo temporal##Neuroglia##Ressonância magnética##Imuno-histoquímica,4702##152834##10993##803##162220
/pt/auxilios/81812/atividades-de-radioisotopos-administradas-em-medicina-nuclear-e-proposta-de-nivel-diagnostico-de-ref/,Medicina nuclear##Radiação ionizante##Proteção radiológica##Dosimetria##Técnicas e procedimentos diagnósticos##Padrões de referência##Exposição ocupacional,801##3346##4607##2984##159254##161112##6821
/pt/auxilios/81825/citocinas-pro-inflamatorias-proteina-c-reativa-e-participacao-do-sistema-renina-angiotensina-em-pac/,Cardiologia##Hipertensão##Proteína C-reativa##Citocinas##Sistema renina-angiotensina##Marcadores inflamatórios,1006##123##150338##662##1626##18846
/pt/auxilios/81894/glicose-e-glutamina-na-proliferacao-e-viabilidade-celular/,Cirurgia plástica##Medicina regenerativa##Terapia baseada em transplante de células e tecidos##Cultura de células##Glicose##Glutamina,149163##153569##164713##4904##998##6479
/pt/auxilios/81900/estudo-comparativo-dos-teores-de-drogas-de-abuso-em-humor-vitreo-e-sangue-utilizando-v-easi-ms/,Bioquímica clínica##Toxicologia forense##Drogas ilícitas##Anfetamina##Corpo vítreo##Polímeros sintéticos,10363##5146##4105##152183##152569##1226
/pt/auxilios/81902/efeito-do-treinamento-fisico-na-esteato-hepatite-nao-alcoolica-ehna-em-camundongos-obesos/,Gastroenterologia##Hepatopatias##Fígado gorduroso##Obesidade##Modelos animais##Treinamento físico##Treinamento aeróbio,3348##6204##148507##33##4755##5051##19747
/pt/auxilios/82081/tratamento-de-disturbios-respiratorios-de-sono-com-estabilizador-de-lingua-ensaio-clinico-randomiza/,Neurologia##Distúrbios do sono##Apneia obstrutiva do sono##Polissonografia,2395##4741##162254##16517
/pt/auxilios/81699/possivel-protecao-da-retina-de-camundongos-diabeticos-tipo-2-com-o-tratamento-com-celulas-da-medula/,Oftalmologia##Retinopatia diabética##Terapia baseada em transplante de células e tecidos##Células da medula óssea##Sirtuína 1##Neuroglia,3396##10963##164713##12508##161127##10993
/pt/auxilios/81792/avaliacao-imunohistoquimica-de-elementos-da-resposta-imune-e-metaloproteinases-em-lesoes-cutaneas-na/,Cromoblastomicose##Imuno-histoquímica##Metaloproteinases##Resposta imune,15295##162220##3203##160049
/pt/auxilios/81903/estudo-multicentrico-treino-parental-com-video-modelacao-para-a-aquisicao-de-habilidades-sociais-em/,Transtorno autístico##Crianças autistas##Comportamento social##Habilidades sociais##Relações interpessoais##Treinamento de pais##Estudos multicêntricos,148572##7024##11660##12529##2723##12822##167691
/pt/auxilios/58796/caracterizacao-da-resposta-imune-tecidual-em-pacientes-pos-transplante-renal-com-infeccao-fungica-ca/,Patologia clínica##Criptococose##Cryptococcus##Sistema imune##Citocinas##Linfócitos T reguladores##Transplante de rim##Resposta imune,148574##17419##16983##5695##662##10448##7607##160049
/pt/auxilios/58797/pesquisa-de-mutacoes-de-grn-e-mapt-e-dosagem-plasmatica-de-progranulina-em-casuistica-brasileira-de/,Neurologia##Genética##Degeneração lobar frontotemporal##Demência frontotemporal##Mutação##Progranulina,2395##157961##161184##152898##988##161185
/pt/auxilios/58804/estudo-funcional-de-dois-receptores-mutantes-do-hormonio-tireoidiano-em-pacientes-com-a-sindrome-de/,Endocrinologia##Síndrome da resistência aos hormônios tireóideos##Mutação,529##161182##988
/pt/auxilios/57749/avaliacao-dos-fatores-prognosticos-associados-a-sindrome-coronariana-aguda-no-momento-da-admissao-ho/,Infarto do miocárdio##Sobrevida##Angina instável,2897##9757##7238
/pt/auxilios/58205/variacao-do-indice-tornozelo-braquial-pre-e-pos-hemodialise-correlacao-com-agua-corporal-calcio-do/,Nefrologia##Diálise renal##Doenças cardiovasculares##Índice tornozelo-braço##Biomarcadores##Calcificação vascular##Água corporal,3113##4481##704##156980##1891##19549##7657
/pt/auxilios/58236/avaliacao-das-caracteristicas-epidemiologicas-e-geneticas-associadas-a-bronquiolite-viral-aguda-grav/,Clínica médica##Virologia##Genética médica##Bronquiolite##Vírus sinciciais respiratórios##Polimorfismo genético,157776##766##12407##158728##15663##151781
/pt/auxilios/58278/estudo-funcional-dos-linfocitos-b-maturacao-ativacao-e-producao-de-citocinas-em-pacientes-com-atax/,Ataxia telangiectasia##Linfócitos B##Subpopulações de linfócitos B##Antígenos CD40##Ligante de CD40##Citocinas##Imunidade humoral,148414##3012##151228##159330##159331##662##19575
/pt/auxilios/58424/avaliacao-do-titulo-e-padrao-de-fan-fator-antinucleo-em-pacientes-com-lupus-eritematoso-sistemico/,Reumatologia##Anticorpos antinucleares##Autoanticorpos##Lúpus eritematoso sistêmico,5709##10927##160783##5710
/pt/auxilios/58479/ablacao-por-cateter-na-populacao-pediatrica-avaliacao-da-lesao-de-rf-no-seguimento-tardio/,Cardiologia##Arritmias cardíacas##Ablação por cateter##Ressonância magnética##Tomografia##Crianças,1006##9708##152304##803##1743##1097
/pt/auxilios/58512/avaliacao-dos-niveis-de-ansiedade-experimental-induzida-em-voluntarios-saudaveis-apos-administracao/,Antidepressivos##Agomelatina##Transtornos de ansiedade##Fobia social,7008##159283##160525##7165
/pt/auxilios/58514/avaliacao-da-frequencia-de-polimorfismos-do-gene-do-receptor-da-vitamina-d-vdr-como-fator-de-risco/,Ortopedia##Degeneração do disco intervertebral##Dor lombar##Polimorfismo genético##Vitamina D,19480##150269##149080##151781##3278
/pt/auxilios/58516/rastreamento-de-variantes-de-significado-desconhecido-vus-no-proto-oncogene-ret-em-pacientes-com-n/,Endocrinologia##Neoplasia endócrina múltipla##Proto-oncogenes##Polimorfismo genético##Mutação##Técnicas de genotipagem,529##156731##152849##151781##988##10887
/pt/auxilios/58518/valor-prognostico-da-deteccao-de-micrometastases-em-pacientes-portadores-de-melanoma-cutaneo-submeti/,Linfonodos##Micrometástase de neoplasia##Melanoma##Biópsia de linfonodo sentinela,17059##159282##865##159281
/pt/auxilios/58526/efeito-da-toxina-botulinica-tipo-a-na-viabilidade-do-retalho-cutaneo-dorsal-em-ratos-em-diferentes-c/,Cirurgia plástica##Toxinas botulínicas##Hábito de fumar##Diabetes mellitus,149163##148626##161788##997
/pt/auxilios/58527/alteracoes-epigeneticas-em-pacientes-infectados-pelo-virus-da-imunodeficiencia-humana-tipo-1-hiv-1/,Infectologia##HIV-1##Genoma humano##Expressão gênica##Epigênese genética,18520##7788##1388##874##5574
/pt/auxilios/58532/avaliacao-cito-e-histologica-da-biopsia-retro-papilar-na-predicao-do-comprometimento-neoplasico-da-p/,Neoplasias mamárias##Carcinoma papilar##Mastectomia##Biópsia##Histologia,1603##16482##20494##3024##158035
/pt/auxilios/58534/impacto-de-programa-de-manejo-de-depressao-durante-a-gestacao-no-pos-parto-e-no-desenvolvimento-infa/,Depressão pós-parto##Relações mãe-filho##Desenvolvimento fetal##Gestantes,3044##4611##151674##7986
/pt/auxilios/56640/efeitos-neuroprotetores-do-edaravone-na-hidrocefalia-experimental-induzida-em-ratos-wistar/,Neurocirurgia##Hidrocefalia##Fármacos neuroprotetores##Astrócitos##Estresse oxidativo,6532##156023##157747##7007##843
/pt/auxilios/58610/fatores-ambientais-modificadores-da-expressao-fenotipica-da-doenca-de-charcot-marie-tooth-diabetes/,Neuropatia hereditária motora e sensorial##Doença de Charcot-Marie-Tooth##Diabetes mellitus##Gravidez,150531##10367##997##725
/pt/auxilios/58625/comparacao-entre-os-metodos-automatico-e-manual-para-medida-da-fracao-de-volume-de-membros-fetais-po/,Ultrassonografia pré-natal##Peso fetal##Softwares##Validação de programas de computador,10584##152982##1766##2143
/pt/auxilios/58626/development-of-standard-methods-to-evaluate-driving-among-older-individuals-with-and-without-disabil/,Condução de veículo##Avaliação de risco##Doença crônica##Idosos,152753##19560##1067##508
/pt/auxilios/58629/developing-long-term-population-based-cohort-studies-and-interventions-to-improve-health-care-and-ou/,Saúde da criança##Atenção primária à saúde##Pessoal de saúde##Prevenção de doenças##Telemedicina,1454##4311##4304##6488##3176
/pt/auxilios/58724/analise-imunohistoquimica-do-efeito-do-recobrimento-com-gel-purificado-de-colageno-na-integracao-de/,Biomateriais##Colágeno##Polipropilenos##Telas cirúrgicas##Incontinência urinária##Prolapso uterino##Imuno-histoquímica,396##3617##17##149368##16141##148937##162220
/pt/auxilios/58808/avaliacao-da-eficacia-e-seguranca-da-sinovectomia-radioisotopica-com-hidroxiapatita-samario-153-em-p/,Doenças musculoesqueléticas ##Artropatias##Hemartrose##Hemofilia##Radioisótopos##Samário,11079##12190##155283##16175##7403##8870
/pt/auxilios/58139/efeitos-fisiologicos-e-imunologicos-da-restricao-de-sono-em-diferentes-abordagens-restricao-de-sono/,Psicobiologia##Distúrbios do sono##Privação de sono##Trabalho em turnos,2582##4741##2632##4957
/pt/auxilios/58161/comparacao-da-funcao-visual-para-perto-entre-pacientes-implantados-com-lentes-intra-oculares-crystal/,Facoemulsificação##Catarata##Lentes intraoculares,7951##4591##160872
/pt/auxilios/58173/associacao-entre-estresse-oxidativo-inflamacao-e-manifestacoes-sistemicas-em-tabagistas-e-pacientes/,Pneumologia##Doença pulmonar obstrutiva crônica##Hábito de fumar##Estresse oxidativo##Mediadores da inflamação##Produtos finais de glicação avançada,4524##7223##161788##843##1483##170577
/pt/auxilios/58179/analise-molecular-de-mecanismos-envolvidos-na-regulacao-da-expressao-dos-fatores-de-crescimento-egf/,Biologia molecular##Neoplasias uterinas##Expressão gênica##Fatores de transcrição##MicroRNAs##Imuno-histoquímica##Análise de sequência de DNA##Fatores de crescimento,157808##151395##874##11407##10971##162220##8439##3369
/pt/auxilios/58194/estudo-farmacocinetico-e-analise-da-distribuicao-transplacentaria-da-fluoxetina-e-seu-metabolito-em/,Gravidez de alto risco##Diabetes gestacional##Farmacocinética##Fluoxetina##Troca materno-fetal,157127##9682##1964##12705##17679
/pt/auxilios/58203/tratamento-clinico-e-cirurgico-da-hipertensao-intracraniana-em-suinos-avaliacao-da-oximetria-cerebr/,Neurocirurgia##Cuidados intensivos##Hipertensão intracraniana##Ultrassonografia Doppler transcraniana##Traumatismos encefálicos##Suínos,6532##19967##153493##149547##17805##3645
/pt/auxilios/58206/avaliacao-do-gene-e-da-proteina-top2a-em-leiomiossarcomas-uterinos-atraves-de-tecnicas-de-imunoistoq/,Neoplasias uterinas##Leiomiossarcoma##Hibridização in situ fluorescente##Cromossomos humanos par 17##Imuno-histoquímica,151395##158703##7384##159190##162220
/pt/auxilios/58255/estudo-dos-efeitos-da-solucao-salina-hipertonica-sobre-as-alteracoes-microcirculatorias-do-tecido-c/,Procedimentos cirúrgicos cardiovasculares##Morte encefálica##Solução salina hipertônica##Microcirculação##Imuno-histoquímica,157493##148563##3080##2835##162220
/pt/auxilios/58261/experiencia-de-pesquisadores-da-area-de-saude-sexual-e-reprodutiva-com-a-revisao-etica-de-seus-proto/,Saúde sexual e reprodutiva##Ética em pesquisa##Revisão ética##Comitês de ética em pesquisa##Pesquisadores,153015##152433##175841##8738##14037
/pt/auxilios/58273/o-papel-da-interacao-cd40l-cd40-na-resposta-imune-antifungica-mediada-por-neutrofilos-e-macrofagos-e/,Sistema imune##Síndromes de imunodeficiência##Ligante de CD40##Antígenos CD40##Receptores de reconhecimento de padrão##Macrófagos##Fagócitos,5695##990##159331##159330##158256##663##1559
/pt/auxilios/58277/restricao-no-consumo-de-sal-durante-a-gestacao-estudo-dos-mecanismos-epigeneticos-responsaveis-pelo/,Desenvolvimento fetal##Período perinatal##Nutrição da mãe##Sal (condimento)##Resistência à insulina##Epigênese genética##Metilação de DNA,151674##12828##148889##5000##1266##5574##5573
/pt/auxilios/58286/estigma-e-qualidade-de-vida-em-pacientes-com-epilepsia-relacao-com-a-gravidade-da-epilepsia-e-com-a/,Neurologia##Epilepsia##Estigma social##Qualidade de vida##Comorbidade,2395##39##156977##4066##6301
/pt/auxilios/58335/comorbidade-leishmaniose-visceralaids-fatores-clinicos-imunologicos-epidemiologicos-e-do-genotip/,Doenças transmissíveis##AIDS##Leishmaniose visceral##Letalidade##Genótipo##Imunossupressão,7080##5895##3063##156529##151581##6957
/pt/auxilios/58339/efeitos-do-acido-tetra-o-metil-nordihidroguaiaretico-em-celulas-de-glioblastoma-um-estudo-transcrip/,Neoplasias neuroepiteliomatosas##Glioblastoma##Antineoplásicos##Ácido nordi-hidroguaiarético##Proteômica##Transcriptoma,16943##17177##470##159322##2991##157738
/pt/auxilios/58347/efeito-do-colecalciferol-na-modulacao-da-expressao-de-toll-like-receptors-tlr-7-e-tlr-9-e-sintese/,Nefrologia##Insuficiência renal crônica##Uremia##Sistema imune##Receptores toll-like##Linfócitos B##Citocinas##Colecalciferol##Vitamina D,3113##6124##152496##5695##16638##3012##662##10452##3278
/pt/auxilios/58350/avaliacao-da-resistencia-transmitida-em-individuos-infectados-pelo-virus-da-imunodeficiencia-humana/,Terapia antirretroviral de alta atividade##Análise de sequência de DNA##Polimorfismo genético##Genes virais##HIV-1,160209##8439##151781##12046##7788
/pt/auxilios/58353/regulacao-da-atividade-da-pkr-atraves-de-micrornas-em-cancer-de-mama/,Oncologia##Neoplasias mamárias##Hibridização in situ##Expressão gênica##MicroRNAs##eIF-2 quinase,4867##1603##962##874##10971##10970
/pt/auxilios/58365/validacao-do-metodo-de-sonicacao-no-diagnostico-microbiologico-das-infeccoes-em-dispositivos-eletron/,Infectologia##Doenças transmissíveis##Dispositivos de terapia de ressincronização cardíaca##Desfibriladores implantáveis##Marca-passo artificial##Sonicação,18520##7080##159316##159317##150222##17710
/pt/auxilios/58495/analise-da-distribuicao-de-carga-no-ligamento-cruzado-anterior-em-joelho-varo/,Ortopedia##Traumatologia##Joelho##Genu varum##Ligamento cruzado anterior##Osteotomia##Método dos elementos finitos,19480##20514##11026##159310##151540##3089##423
/pt/auxilios/56155/psicoterapia-interpessoal-no-formato-triagem-para-tratamento-de-depressao-em-criancas/,Psicoterapia##Tratamento psicológico##Depressão##Triagem##Saúde pública##Crianças,12723##2386##2472##150625##157772##1097
/pt/auxilios/57759/musicos-do-elo-na-hemodialise-um-ponto-de-partida-para-a-formacao-de-musicos-e-a-pratica-interdisci/,Nefrologia##Nefropatias##Unidades hospitalares de hemodiálise##Humanização da assistência##Qualidade de vida##Musicoterapia##Estudos interdisciplinares,3113##999##158604##20468##4066##153594##158381
/pt/auxilios/57765/mecanismos-hipotalamicos-e-perifericos-envolvidos-nas-alteracoes-metabolicas-decorrentes-da-privacao/,Endocrinologia##Privação de sono##Sono REM##Comportamento alimentar##Hormônio liberador de corticotrofina##Hipocretina##Neuropeptídeo Y##Síndrome metabólica,529##2632##2633##2459##17586##149870##151678##161166
/pt/auxilios/57794/mediterranizacao-de-uma-refeicao-brasileira-induz-beneficios-cardiometabolicos/,Endocrinologia##Doenças cardiovasculares##Dieta mediterrânea##Marcadores inflamatórios##Perfil lipídico,529##704##157490##18846##166411
/pt/auxilios/57798/efetividade-da-oxibutinina-no-tratamento-de-mulheres-com-hiperhidrose-plantar-persistente-apos-simpa/,Cirurgia torácica vídeoassistida##Toracoscopia##Hiperidrose##Oxibutinina##Simpatectomia##Parassimpatolíticos##Antagonistas muscarínicos,161261##151994##153057##6081##151360##158618##17134
/pt/auxilios/57882/estudo-dos-efeitos-da-inibicao-do-gene-hdac9-em-leucemia-linfoide-aguda/,Epigênese genética##Leucemia linfoide##Histona desacetilases##Expressão gênica##RNA interferente pequeno##Proliferação celular##Apoptose,5574##7561##161205##874##10514##5458##72
/pt/auxilios/57889/estudo-da-funcao-de-macrofagos-peritoniais-de-camundongos-swiss-submetidos-a-dieta-hipoproteica-ou-a/,Hematologia##Hematopoiese##Resposta imune##Macrófagos##Desnutrição##Obesidade##Dieta hiperlipídica,4062##151790##160049##663##1456##33##158695
/pt/auxilios/57982/estudo-da-concentracao-de-colageno-em-membranas-ovulares-de-gestacoes-normais-de-mulheres-tabagistas/,Ginecologia##Obstetrícia##Gravidez##Tabagismo##Hábito de fumar##Colágeno##Colágeno tipo I##Ruptura prematura de membranas fetais##Imuno-histoquímica,10753##8834##725##4525##161788##3617##17666##150104##162220
/pt/auxilios/57988/experiencias-de-vida-relatadas-por-pacientes-com-cancer-de-mama-frente-a-imediata-reconstrucao-mamar/,Psicologia##Saúde mental##Saúde da mulher##Neoplasias mamárias##Mamoplastia##Estresse psicológico##Qualidade de vida,158108##2387##3974##1603##157782##5199##4066
/pt/auxilios/57991/avaliacao-da-citratemia-em-pacientes-com-lesao-renal-aguda-submetidos-a-hemodiafiltracao-venovenosa/,Nefrologia##Insuficiência hepática##Lesão renal aguda##Hemodiafiltração##Anticoagulantes##Citratos,3113##152974##19156##152174##15858##12597
/pt/auxilios/57996/analise-do-gene-dicer1-em-tumores-adrenocorticais-de-criancas-e-adultos/,Endocrinologia##Metabolismo##Neoplasias do córtex suprarrenal##Expressão gênica##MicroRNAs##Clivagem do RNA##Prognóstico,529##3183##161214##874##10971##161216##737
/pt/auxilios/58003/efeitos-da-rosuvastatina-sobre-os-mediadores-da-resposta-inflamatoria-aguda-il-1-il-6-il-8-tnf-/,Cardiologia##Biologia molecular##Mediadores da inflamação##Resposta inflamatória##Rosuvastatina##Doença da artéria coronariana##Contenedores##Interleucinas##Proteína C-reativa,1006##157808##1483##8119##161207##17095##3605##1093##150338
/pt/auxilios/58006/cardiomiopatia-septica-como-componente-da-sindrome-de-falencia-de-multiplos-orgaos-na-sepsis-grave/,Cardiologia##Cardiomiopatias##Insuficiência de múltiplos órgãos##Sepse##Pseudomonas aeruginosa##Modelos animais de doenças,1006##16073##158425##1011##13156##159079
/pt/auxilios/45105/cirurgia-endoscopica-para-correcao-antenatal-da-meningomielocele-em-humanos-cecam/,Diagnóstico pré-natal,11922
/pt/auxilios/56266/influencia-da-suplementacao-de-tomate-e-licopeno-na-remodelacao-cardiaca-apos-infarto-agudo-do-mioca/,Cardiologia##Cardiopatias##Infarto do miocárdio##Insuficiência cardíaca##Remodelação ventricular##Licopeno##Tomate##Estresse oxidativo##MicroRNAs,1006##2714##2897##4624##7082##16872##3529##843##10971
/pt/auxilios/56765/marcadores-bioquimicos-relacionados-ao-metabolismo-lipidico-de-adolescentes-com-les-juvenil-relacao/,Reumatologia##Lúpus eritematoso sistêmico##Composição corporal##Metabolismo dos lipídeos##Colesterol##Fatores de risco##Doenças cardiovasculares##Adolescentes,5709##5710##3222##159832##2265##1076##704##1098
/pt/auxilios/56768/perfil-proteomico-do-meio-de-cultura-de-fertilizacao-in-vitro-classica-e-sua-relacao-com-o-desenvolv/,Reprodução##Fertilização in vitro##Embriogênese##Proteômica##Expressão de proteínas##Biomarcadores##Espectrometria de massas,1606##3767##634##2991##159837##1891##1514
/pt/auxilios/56795/que-tipo-de-parto-os-brasileiros-preferem-uma-enquete-populacional/,Obstetrícia##Parto##Parto normal##Cesárea##Opinião pública##Inquéritos demográficos,8834##8181##153310##156232##149615##158223
/pt/auxilios/56796/panfotocoagulacao-com-mira-unica-etdrs-versus-panfotocoagulacao-com-miras-multiplas-pascal-assoc/,Oftalmologia##Retinopatia diabética##Edema macular##Fotocoagulação##Coagulação por laser##Neovascularização retiniana,3396##10963##19580##159131##161339##161340
/pt/auxilios/56803/influencia-de-polimorfismos-e-mutacoes-geneticas-no-desenvolvimento-do-cancer-de-prostata-hereditari/,Urologia##Doenças genéticas inatas##Neoplasias da próstata##Polimorfismo de um único nucleotídeo,148883##8930##9763##17020
/pt/auxilios/56820/analise-de-mirnas-envolvidos-na-regulacao-da-mmp2-e-mmp9-e-seus-reguladores-e-a-implicacao-desta-reg/,Urologia##Neoplasias da próstata##MicroRNAs##Biomarcadores tumorais##Metaloproteinases da matriz##Expressão gênica##Regulação da expressão gênica,148883##9763##10971##167092##2786##874##1386
/pt/auxilios/56828/o-uso-de-microrna-para-o-tratamento-do-cancer-de-prostata-estudos-in-vitro-e-in-vivo/,Urologia##Neoplasias da próstata##MicroRNAs##Expressão gênica##Proliferação celular##Metástase neoplásica,148883##9763##10971##874##5458##2442
/pt/auxilios/56831/analise-da-concentracao-de-colageno-na-cicatrizacao-de-feridas-em-dorso-de-ratos-tratadas-com-mitomi/,Otorrinolaringologia##Cicatrização##Colágeno tipo III##Mitomicina,403##1560##156166##148385
/pt/auxilios/56834/a-teobromina-pode-estimular-sirt1-silent-information-regulator-1-e-reduzir-o-estresse-oxidativo-e/,Nefrologia##Nefropatias diabéticas##Fibrose renal##Estresse oxidativo##Diabetes mellitus##Polifenóis##Teobromina,3113##12290##176566##843##997##158557##176041
