Link,Pesquisador,Institution,Scholar_id,Scholar_link,Presentation,Keywords,Auxilios-Total,Auxilios-Link,BolsaNoPais-Total,BolsaNoPais-Link,BolsaNoExterior-Total,BolsaNoExterior-Link,AllBolsas-Total,AllBolsas-Link,Nro-Publications,Nro-Citations
/pt/pesquisador/8702/julio-cesar-martins-monte/,Júlio César Martins Monte,"Escola Paulista de Medicina (EPM). Universidade Federal de São Paulo (UNIFESP). Campus São Paulo. São Paulo, SP, Brasil",,,"Possui graduação em Medicina pela Universidade Federal de São Paulo (1989), mestrado em Medicina (Nefrologia) pela Universidade Federal de São Paulo (1996) e doutorado em Medicina (Nefrologia) pela Universidade Federal de São Paulo (2000). Pos doutoramento na Universidade da California, San Diego (2003-2005)Atualmente é médico do Instituto Israelita de Ensino e Pesquisa Albert Einstein e Professor Afiliado da Universidade Federal de São Paulo. Tem experiência na área de Medicina, com ênfase em Nefrologia, atuando principalmente nos seguintes temas: insuficiência renal aguda. (Fonte: Currículo Lattes)",Análise de sequência com séries de oligonucleotídeos%1#Apoptose%1#Ciências da Saúde%4#Cisplatino%1#Clínica Médica%3#Expressão gênica%1#Lesão Renal Aguda%2#Medicina%4#Modelos matemáticos%1#Morfologia%1#Nefrologia%3#Organogênese%1,3,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A8702) AND (auxilio:* AND situacao:""Concluídos"")",,,1.0,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A8702) AND (bolsa_exact:""Bolsas no Exterior"" AND situacao:""Concluídos"")",4.0,/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A8702) AND (*:*),2,39
/pt/pesquisador/7990/paulo-cesar-giraldo/,Paulo César Giraldo,"Centro de Atenção Integral à Saúde da Mulher (CAISM). Hospital da Mulher Professor Doutor José Aristodemo Pinotti. Universidade Estadual de Campinas (UNICAMP). Campinas, SP, Brasil",,,"Professor Titular de Ginecologia do Departamento de Tocoginecologia da Unicamp desde 2010. Graduação em Medicina e residência em Ginecologia e Obstetrícia pela Universidade Estadual de Campinas (1979). Doutorado em Medicina pela mesma instituição em (1990) e Pós-Doutorado na Weill Cornell Medical College da Cornell University, divisão de Imunologia e Microbiologia (1997-1999). Membro do corpo editorial ? Revista Saúde Pública/Journal of Public Health, Revista de Ciências Médicas e atualmente Co-Editor do Jornal Brasileiro de Doenças Sexualmente Transmissíveis. Assessor ?Ad Hoc? da FAPESP, FAPESC E FAEPEX. Larga experiência na área de infecções genitais e imunologia vaginal e atua principalmente nos temas relacionados às doenças sexualmente transmissíveis, infecções genitais, úlceras genitais, vulvodínia, vulvovestibulite, cistite intersticial, liquem vulvar. Linha de pesquisa focada na resposta imune das mucosas relacionadas a estas doenças. Publicou 165 trabalhos científicos sendo 93 de circulação internacional (ISI). Responsável pelo Ambulatório de Infecções Genitais do Centro de Atenção Integral à Saúde da Mulher, presta assistência às mulheres e realiza pesquisas sobre vulvovaginites recorrentes, Chlamydia trachomatis, HPV, vulvodínia e higiene genital.Já orientou 15 teses de mestrado, 15 de doutorado, 2 pós-doutorados e 7 iniciações científicas. Foi Presidente da Sociedade Brasileira de DST-Regional São Paulo e Diretor Científico da SBDST Nacional. É Vice-presidente da Comissão Nacional de Doenças Infectocontagiosas da FEBRASGO. Foi diretor científico (2010/11 e 2012/13), Vice-Presidente (2014/15) e Presidente da Sociedade de Obstetrícia e Ginecologia do Estado de São Paulo- SOGESP (2016-17). Vem desenvolvendo a linha de pesquisa sobre HIGIENE GENITAL FEMININA desde 2008 e é autor do Livro: Higiene Genital Feminina, entre outros. (Fonte: Currículo Lattes)",Absorventes Higiênicos%2#Ácidos Orgânicos%2#Análise Nutricional de População%3#Assoalho pélvico%4#Candidíase Vulvovaginal%5#Ciências da Saúde%21#Citocinas%2#Citometria de fluxo%1#Corrente interferencial%2#Dieta%3#Espectrometria de massas%2#Estimulação elétrica%2#Fisioterapia%7#Ginecologia%5#Imunologia%2#Leucócitos%1#Medicina%18#Nutrição%6#Prevenção%2#Recém-nascido prematuro%2#Resposta imune%1#Saúde Materno-infantil%13#Sexualidade%2#Tatuagem%2#Tocoginecologia%7#Trabalho de parto prematuro%2#Vaginose Bacteriana%6#Vulvodinia%3#Vulvodínia%3#Vulvovaginite%2,13,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A7990) AND (auxilio:* AND situacao:""Concluídos"")",7.0,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A7990) AND (bolsa_exact:""Bolsas no Brasil"" AND situacao:""Concluídos"")",1.0,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A7990) AND (bolsa_exact:""Bolsas no Exterior"" AND situacao:""Concluídos"")",21.0,/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A7990) AND (*:*),9,61
/pt/pesquisador/33732/luis-fernando-barbisan/,Luís Fernando Barbisan,"Instituto de Biociências (IBB). Universidade Estadual Paulista (UNESP). Campus de Botucatu. Botucatu, SP, Brasil",,,"Possui Graduação em Ciências Biológicas - Modalidade Médica pela Universidade Estadual Paulista Júlio de Mesquita Filho (UNESP, 1994), Mestrado em Biologia Celular e Estrutural pela Universidade Estadual de Campinas (UNICAMP, 1997), Doutorado em Patologia pela Universidade Estadual Paulista Júlio de Mesquita Filho (UNESP, 2002) e Livre-Docência em Histologia pela Universidade Estadual Paulista Júlio de Mesquita Filho (UNESP, 2010). Atualmente, está alocado como Professor Adjunto III no Depto de Morfologia do Instituto de Biociências de Botucatu/UNESP. Tem experiência na área de Morfologia/Patologia, atuando principalmente nos seguintes temas: modelos experimentais de carcinogênese química, detecção de substâncias químicas com potencial cancerígeno, patologia toxicológica e quimioprevenção do câncer. Atua como Editor Associado para o periódico Environmental Toxicology (John Wiley & Sons, Inc.). (Fonte: Currículo Lattes)",Ácido Clorogênico%1#Álcool%1#Alcoolismo%1#Análise molecular%2#Anatomia Patológica e Patologia Clínica%32#Bioquímica da Nutrição%4#Bisfenol A%7#Café%4#Cafeína%3#Camellia sinensis%1#Carcinogênese%5#Ciências Biológicas%8#Ciências da Saúde%39#Deficiência de Zinco%1#Dieta Ocidental%2#Dieta com restrição%2#Dieta de cafeteria%1#Dietilnitrosamina%1#Diferenciação%2#Diurona%2#Doenças do sistema endócrino%1#Esofagite%1#Expressão de proteínas%1#Expressão gênica%2#Farmacologia%1#Fibrose%4#Fígado%5#Focos de Criptas Aberrantes%4#Fumaça de cigarro%1#Genética%1#Genisteína%2#Glândulas mamárias%2#Heme%4#Herbicidas%1#Hexaclorobenzeno%2#Histologia%4#Histopatologia%2#Imunologia Celular%2#Imunologia%2#Imunopatologia%1#Imunoterapia%2#Isótopos estáveis%1#Jambo%1#Lesões pré-cancerosas%4#Licopeno%2#Mama%2#Medicina%33#MicroRNAs%3#Morfologia%4#Mutagênese%1#Neoplasias colorretais%2#Neoplasias mamárias%2#Neoplasias%3#Nutrição e câncer%2#Nutrição experimental%2#Nutrição%6#Obesidade%1#Oncologia%1#P-MAPA%2#Patologia%1#Praguicidas%1#Prebióticos%3#Prevenção do câncer%1#Prevenção%1#Produtos naturais%2#Quimioprevenção%8#Ratos wistar%2#Ratos%4#Refluxo gastroesofágico%1#Simbióticos%4#Suscetibilidade%1#Tamoxifeno%2#Toxicologia%3#Transformação celular neoplásica%12#Treinamento aeróbio%1#Vitamina d%4#Yacon%3#Zingiber officinale%1#beta Catenina%2,6,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A33732) AND (auxilio:* AND situacao:""Concluídos"")",39.0,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A33732) AND (bolsa_exact:""Bolsas no Brasil"" AND situacao:""Concluídos"")",,,47.0,/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A33732) AND (*:*),20,156
/pt/pesquisador/7903/jacqueline-mendonca-lopes-de-faria/,Jacqueline Mendonça Lopes de Faria,"Faculdade de Ciências Médicas (FCM). Universidade Estadual de Campinas (UNICAMP). Campinas, SP, Brasil",,,"Possuo graduação em Medicina pela Faculdade de Ciências Médicas/UNICAMP (1990), seguido pelo programa de Residencia Médica na área de Oftalmologoia (1991-1992) e subespecilizacão em Retina e Vítreo (1993-1994). Transferi-me para Boston MA para realizacão de pos-doutorado em Retina no Schepens Retina Associates, Schepens Eye Reserach Institute, Harvard Medicla School entre 1994-1996. No retorno, defendi a tese de doutorado no programa de Clínica Médica com o tema ""Retinopatia Diabética: fatores e concomitantes"" Clínicas Médica pela Faculdade de Ciências Médicas/UNICAMP (2000) e participei como voluntária na orientação de residentes do Departamento de Oftalmologia da FCM, UNICAMP. Atualmente sou pesquisadora colaboradora e professora participante da pós graduação da Faculdade de Ciências Médicas/UNICAMP. Meu principal interesse está na área de retinopatia diabética (RD): patogênese, fatores associados e novas alternativas terapêuticas. Atualmente, através de modelos experimentais e técnicas de biologia molecular, estou investigando os fenômenos celulares e moleculares presentes nas fases iniciais da RD e propondo novas modalidades terapêuticas para o tratamento farmacológico da RD. Mais recentemente, com a obtenção de patente de uma noda modaliddade de tratamento farmacológico não invasivo (colírio) para o tratamento de retinopatia diabética, venho me dedicando também a esta inovacão tecnológica. (Fonte: Currículo Lattes)",Antioxidantes%3#Apoptose%1#Ciências da Saúde%23#Citocinas%2#Clínica Médica%22#Diabetes mellitus%11#Epitélio Pigmentado da Retina%1#Estresse oxidativo%13#Glutamatos%2#Hipertensão%8#Inflamação%9#Interdisciplinar%1#Medicina%23#Microcirculação%1#Mitocôndrias%1#Neuroproteção%3#Oftalmologia%13#Óxido nítrico%2#Polifenóis%3#Processamento de imagens%1#Proteínas quinases ativadas por AMP%1#Radicais livres%2#Retinopatia Diabética%15#Retinopatia diabética%1#Superóxido dismutase%1#Terapia baseada em transplante de células e tecidos%2,12,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A7903) AND (auxilio:* AND situacao:""Concluídos"")",11.0,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A7903) AND (bolsa_exact:""Bolsas no Brasil"" AND situacao:""Concluídos"")",,,24.0,/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A7903) AND (*:*),10,223
/pt/pesquisador/8041/eliane-maria-ingrid-amstalden/,Eliane Maria Ingrid Amstalden,"Faculdade de Ciências Médicas (FCM). Universidade Estadual de Campinas (UNICAMP). Campinas, SP, Brasil",RZZM04UAAAAJ,http://scholar.google.com.br/citations?user=RZZM04UAAAAJ&hl&hl=pt-BR,"Possui graduação em Medicina pela Pontifícia Universidade Católica de Campinas (1981), residência médica (1982-85) e doutorado em Anatomia Patológica pela Universidade Estadual de Campinas (1992). Realizou pós-doutoramento no Departamento de Patologia do Massachussettes General Hospital - Harvard Medical School, Boston-USA (1994-95). É docente do Departamento de Anatomia Patológica da FCM-UNICAMP, desde 1985. A partir de 2012 é professor associado/livre docente (nível MS5-1), com progressão para MS5.2, em 2015. É coordenadora do ensino de graduação do Departamento de Anatomia Patológica e membro da comissão de ensino de graduação, desde 2006, tendo participado das atividades da reforma e desenvolvimento curricular do Curso de Medicina da Faculdade de Ciências Médicas, Unicamp. Tem grande carga horária didática na graduação e é gestora de disciplinas do curso médico: MD-544 (Fisiopatologia Integrada I), desde 2006 e da MD-443 (Introdução à Patologia), desde 2010. Na disciplina MD-544 é coordenadora de dois submódulos (osteoarticular e pele) desde 2003. Recebeu o prêmio institucional de reconhecimento acadêmico ao Ensino de Graduação Prof. Dr Miguel Tobar Acosta da FCM-UNICAMP, em 2013. Foi homenageada pelos formandos de Medicina da FCM -UNICAMP, de 2010 a 2014 (turmas: XLIII; XLIV; XLV; XLVI e XLVII). É docente responsável pela área de ensino e pesquisa de Patologia Osteoarticular e de Partes Moles do Departamento de Anatomia Patológica, nas quais coordena as atividades dos residentes e reuniões interdisciplinares. É professora permanente do curso de Pós-graduação em Ciências Médicas; tendo orientado 5 alunos de doutorado e 1 coorientação; 3 alunos de mestrado ; 9 iniciações científicas; 2 monografia e 147 orientações de outra natureza. Obteve 25 auxílios financeiros de agências de fomento (FAPESP, CNPq, CAPES, FAEPEX) para pesquisa, bolsas e participação em eventos. Publicou 68 artigos completos e 18 capítulos de livros (1 Internacional e 15 Nacionais); apresentou 163 trabalhos em congressos. Participa como assessora ad hoc da FAPESP, do FAEPEX e colabora na arbitragem de artigos do periódico: Jornal Brasileiro de Patologia e Medicina Laboratorial, desde 2012. Foi chefe do Departamento Anatomia Patológica por duas gestões e atuou como Diretora do Laboratório de Patologia do Hospital de Clínicas da UNICAMP. (Fonte: Currículo Lattes)",Ameloblastoma%1#Anatomia Patológica e Patologia Clínica%7#Anatomia patológica%1#Anfiregulina%1#Angiogênese%1#Antígenos CD%1#Apoptose%1#Cães%1#Ciclo-oxigenase 2%1#Ciências Agrárias%1#Ciências da Saúde%7#Cisto odontogênico%1#Cistos Odontogênicos%1#Citometria de fluxo%1#Condrossarcoma%3#Dna%1#Fatores de crescimento do endotélio vascular%1#Histologia%1#Imuno-Histoquímica%1#Imuno-histoquímica%2#Imunoistoquímica%2#Medicina Veterinária%1#Medicina%7#Moléculas de adesão celular%1#Neoplasias%1#Osteoindução%1#Osteossarcoma%1#Patologia Animal%1#Prognóstico%1#Progressão da doença%1#Regeneração óssea%1,6,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A8041) AND (auxilio:* AND situacao:""Concluídos"")",,,1.0,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A8041) AND (bolsa_exact:""Bolsas no Exterior"" AND situacao:""Concluídos"")",8.0,/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A8041) AND (*:*),1,7
/pt/pesquisador/33939/shirley-shizue-nagata-pignatari/,Shirley Shizue Nagata Pignatari,"Escola Paulista de Medicina (EPM). Universidade Federal de São Paulo (UNIFESP). Campus São Paulo. São Paulo, SP, Brasil",,,Shirley Shizue Nagata Pignatari em auxílios à pesquisa e bolsas apoiadas pela FAPESP.,Anti-infecciosos%1#Aparelho ortopédico funcional%1#Avanço mandibular%1#Bacteriologia%1#Ciências da Saúde%5#Clínica Médica%3#Criança%1#Crianças%2#Expansão rápida da maxila%2#Medicina%4#Nasofaringe%2#Odontologia%1#Ortodontia%2#Ortopedia funcional dos maxilares%1#Otorrinolaringologia%2#Resistência%1#Respiração bucal%3#Tonsila Faríngea%1,4,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A33939) AND (auxilio:* AND situacao:""Concluídos"")",1.0,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A33939) AND (bolsa_exact:""Bolsas no Brasil"" AND situacao:""Concluídos"")",,,5.0,/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A33939) AND (*:*),5,12
/pt/pesquisador/3596/marcus-vinicius-simoes/,Marcus Vinicius Simões,"Faculdade de Medicina de Ribeirão Preto (FMRP). Universidade de São Paulo (USP). Ribeirão Preto, SP, Brasil",,,"Possui graduação em Medicina pela Faculdade de Ciências da Saúde da Universidade de Brasília (1986), Mestrado em Clínica Médica pela Faculdade de Medicina de Ribeirão Preto-USP, Doutorado e Livre Docência em Cardiologia pela Faculdade de Medicina de Ribeirão Preto-USP. Pós doutorado em Cardiologia Nuclear na Universidade Tecnológica de Munique, Alemanha, no Klinikum Rechts der Isar, supervisão do Prof. Markus Schwaiger. Atualmente é Professor Associado em Regime de Dedicação Integral à Docência e à Pesquisa (RDIDP) da Divisão de Cardiologia do Departamento de Clínica Médica da Faculdade de Medicina de Ribeirão Preto da Universidade de São Paulo - USP. Atua na área de Cardiologia, com ênfase em Insuficiência Cardíaca e Miocardiopatias, incluindo métodos cintilográficos de imagem para avaliação funcional cardíaca (Cardiologia Nuclear). Atua como Coordenador do Laboratório de Cardiologia Nuclear, da Clínica de Insuficiência Cardíaca e da Enfermaria de Cardiologia do Hospital das Clínicas - FMRP-USP. As linhas principais de investigação incluem: avaliação da perfusão e da inervação simpática cardíaca em pacientes com miocardiopatia dilatada, correlação entre isquemia microvascular e função ventricular em diferentes cardiopatias, caracterização funcional por métodos de imagem de modelos experimentais de insuficiência cardíaca. (Fonte: Currículo Lattes)",Anemia%2#Cardiologia%16#Cardiomiopatia Chagásica%2#Catecolaminas%2#Ciências da Saúde%22#Cintilografia%5#Clínica Médica%21#Disfunção Ventricular%3#Doença crônica%2#Doença de chagas%4#Ecocardiografia%2#Exercício físico%2#Ferro%2#Fisioterapia e Terapia Ocupacional%1#Hamsters%2#Idosos%2#Infarto do miocárdio%4#Insuficiência cardíaca%4#Isquemia miocárdica%1#Medicina%21#Microcirculação%2#Reabilitação cardíaca%1#Treinamento físico%1,8,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A3596) AND (auxilio:* AND situacao:""Concluídos"")",9.0,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A3596) AND (bolsa_exact:""Bolsas no Brasil"" AND situacao:""Concluídos"")",2.0,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A3596) AND (bolsa_exact:""Bolsas no Exterior"" AND situacao:""Concluídos"")",22.0,/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A3596) AND (*:*),9,41
/pt/pesquisador/8345/gilberto-luis-camanho/,Gilberto Luís Camanho,"Faculdade de Medicina (FM). Universidade de São Paulo (USP). São Paulo, SP, Brasil",,,"Possui graduação em Medicina pela Pontifícia Universidade Católica de São Paulo (1970), Mestrado em Ortopedia e Traumatologia pela Faculdade de Medicina da Universidade de São Paulo (1984), Doutorado em Ortopedia e Traumatologia pela Faculdade de Medicina da Universidade de São Paulo (1987) e Livre Docência pela Faculdade de Medicina da Universidade de São Paulo (1990). Atualmente é Professor Titular do Departamento de Ortopedia e Traumatologia da Faculdade de Medicina da Universidade de São Paulo e Presidente do Conselho Diretor do Instituto de Ortopedia e Traumatologia do Hospital das Clínicas da Faculdade de Medicina da Universidade de São Paulo. Tem experiência na área de Medicina, com ênfase em Ortopedia e Traumatologia, atuando principalmente nos seguintes temas: patologia do joelho, regeneração articular e substituição articular. (Fonte: Currículo Lattes)",Artrite%1#Cartilagem articular%1#Ciências da Saúde%7#Cirurgia%5#Enxertos%1#Fisioterapia%1#Idoso%1#Idosos%1#Joelho%2#Medicina%7#Método dos elementos finitos%2#Ortopedia%1#Osteoartrite%1#Quadril%1#Radiografia%1#Reabilitação%1#Reconstrução%1#Suporte de carga%1#Terapia de Campo Magnético%1#Tomografia computadorizada%1,7,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A8345) AND (auxilio:* AND situacao:""Concluídos"")",,,,,,,0,0
/pt/pesquisador/33557/marcelo-tatit-sapienza/,Marcelo Tatit Sapienza,"Faculdade de Medicina (FM). Universidade de São Paulo (USP). São Paulo, SP, Brasil",,,"Especialista em Medicina Nuclear, formado em Medicina pela Universidade de São Paulo em 1990, com mestrado (1997), doutorado (2000) e livre-docência (2013) na mesma instituição. Desenvolve projetos de pesquisa relacionados a imagem molecular, diagnóstico e terapia com radionuclídeos. Bolsa de Produtividade em Pesquisa CNPQ nível 2 desde 27/02/2019. É médico assistente do Serviço de Medicina Nuclear do Instituto de Radiologia do HCFMUSP desde 1997, do qual foi supervisor entre 2009 e 2014 e é membro do Conselho Diretor do Instituto de Radiologia do HCFMUSP desde 2015. Trabalhou na implantação e coordenação do Serviço de Medicina Nuclear do ICESP - Instituto do Câncer do Estado de São Paulo, do qual foi o responsável técnico entre 2010 e 2018. Atua como Professor Associado na Disciplina de Medicina Nuclear do Departamento de Radiologia da Faculdade de Medicina da Universidade de São Paulo, com atividades em disciplinas de graduação e pós-graduação. É co-supervisor do programa de residência médica em medicina nuclear, orientador e coordenador do programa de Pós-Graduação em Radiologia da FMUSP. (Fonte: Currículo Lattes)",Camundongos%1#Ciências da Saúde%5#Doença de graves%1#Dose de Radiação%1#Dosimetria%3#Função renal%1#Glândulas salivares%1#Hipotireoidismo%1#Medicina nuclear%2#Medicina%5#Metabolismo%1#Neoplasias da próstata%1#Radiologia Médica%4#Tecido Adiposo Marrom%1#Tomografia por Emissão de Pósitrons%2,3,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A33557) AND (auxilio:* AND situacao:""Concluídos"")",,,,,5.0,/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A33557) AND (*:*),2,8
/pt/pesquisador/178532/marcos-francisco-dalloglio/,Marcos Francisco Dall'Oglio,"Faculdade de Medicina (FM). Universidade de São Paulo (USP). São Paulo, SP, Brasil",,,"Possui graduação em Medicina pela Pontifícia Universidade Católica do Rio Grande do Sul (1993) e doutorado em Medicina (Urologia) pela Universidade Federal de São Paulo (2000). Professor Livre-Docente da Faculdade de Medicina da USP desde 2008. Possui certificação para atuar em cirurgia robótica (Urologia) pela Intuitive Da Vinci Surgical System Training. Atuou como Diretor Médico Oncocirúrgico e Chefe do Setor de Uro-Oncologia do Instituto de Câncer do Estado de São Paulo (ICESP) e como Chefe do Setor de Uro-Oncologia da Divisão de Clínica Urológica do Hospital das Clínicas (HCFMUSP). Professor Associado da Faculdade de Medicina da USP desde 2012. Atua em Cirurgia Urológica, com linhas de pesquisa principalmente nos seguintes temas: fatores prognósticos do carcinoma de células renais, câncer de bexiga, de próstata e testículo, neoplasias malignas do trato genitourinário, técnicas cirúrgicas em urooncologia. (Fonte: Currículo Lattes)",Carcinoma de Células Renais%2#Ciências da Saúde%12#Cirurgia%9#Cistectomia%2#Curva de Aprendizado%1#Derivação urinária%1#Fatores de risco%1#Imuno-histoquímica%1#Imunohistoquímica%1#Insuficiência renal crônica%1#Laparoscopia%1#Marcador molecular%1#Medicina%12#Micrometástase de neoplasia%1#Nefrectomia%1#Neoplasias da bexiga%4#Neoplasias da próstata%3#Neoplasias renais%1#Neoplasias urogenitais%2#Orquiectomia%2#Prognóstico%4#Qualidade de vida%2#Síndrome metabólica%2#Sobrevida%1#Urologia%1,11,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A178532) AND (auxilio:* AND situacao:""Concluídos"")",1.0,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A178532) AND (bolsa_exact:""Bolsas no Brasil"" AND situacao:""Concluídos"")",,,12.0,/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A178532) AND (*:*),1,1
/pt/pesquisador/33407/ligia-maria-suppo-de-souza-rugolo/,Ligia Maria Suppo de Souza Rugolo,"Faculdade de Medicina (FMB). Universidade Estadual Paulista (UNESP). Campus de Botucatu. Botucatu, SP, Brasil",6BbVmO0AAAAJ,http://scholar.google.com.br/citations?user=6BbVmO0AAAAJ&hl=pt-BR&hl=pt-BR,Ligia Maria Suppo de Souza Rugolo em auxílios à pesquisa e bolsas apoiadas pela FAPESP.,Avaliação nutricional%1#Ciências da Saúde%4#Crescimento%1#Equipamentos e provisões%1#Estresse oxidativo%1#Leite materno%1#Medicina%5#Neonatologia%3#Pediatria%1#Recém-nascido de baixo peso%1#Recém-nascido prematuro%1#Recém-nascido%1#Saúde Materno-infantil%3#Segurança%1,4,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A33407) AND (auxilio:* AND situacao:""Concluídos"")",,,,,,,1,0
/pt/pesquisador/33685/eliana-martorano-amaral/,Eliana Martorano Amaral,"Centro de Pesquisas em Saúde Reprodutiva de Campinas (CEMICAMP). Campinas, SP, Brasil",,,"Eliana Martorano Amaral é Professora-Titular de Obstetrícia pela Universidade Estadual de Campinas (UNICAMP), onde atua, ocupando função de Pró-Reitora de Graduação com mandato de abril de 2017 a abril de 2021. Concluiu o mestrado (1992) e doutorado em Tocoginecologia (1996) e Livre-Docência (2006) na UNICAMP. Fez pós-doutorado na London School of Hygiene and Tropical Medicine, em 2001-2, em Pesquisa Aplicada à Saúde Sexual e Reprodutiva, com o tema da morbidade materna grave (near miss). Fez o programa de especialização para pesquisa em ensino médico na Foundation for Advancement of Medical Education and Research (FAIMER), na Filadélfia, em 2003-4. É consultora do Departamento de Saúde Reprodutiva da Organização Mundial da Saúde (OMS) desde 2002, membro do Comitê Assessor em DST do Ministério da Saúde e consultora do Programa da Mulher da Secretaria de Saúde do Estado de São Paulo e membro da Comissão de Pré-Natal da Federação das Sociedades de Ginecologia e Obstetrícia (Febrasgo). Membro do Conselho Estadual de Educação do Estado de São Paulo, com mandato de agosto/2017 a agosto/2020. Desde 2007, é co-diretora do Programa de Desenvolvimento Docente Faimer Brasil, uma iniciativa da Universidade Federal do Ceará, em convênio com a Secretaria de Gestão do Trabalho e da Educação na Saúde do Ministério da Saúde e Ministério da Educação, com apoio da Organização Panamericana da Saúde e da FAIMER- Philadelphia. É facilitadora internacional do programa Faimer-Philadelphia. Coordenou a Comissão de Avaliação Profissional de 2008 a 2012, foi membro da Comissão de Ensino e Avaliação da Federação Brasileira de Ginecologia e Obstetrícia e participou da Comissão de Normatização de Títulos de Especialista da Associação Médica Brasileira em 2010. Foi chefe do Departamento de Tocoginecologia da Unicamp de dezembro/2015 a abril/2017. Foi presidente da Comissão de Corpo Docente da FCM-Unicamp e membro da Comissão Interna de Desenvolvimento Docente da Unicamp de julho/2013 a abril/2017. Foi diretora da Divisão de Obstetrícia do CAISM-UNICAMP de 05/2003 a janeiro/2011 e assessora da Pró-Reitoria de Graduação da UNICAMP de março/2011 e abril/2013. Atua na área de Medicina, com ênfase em infecções congênitas, saúde sexual e reprodutiva incluindo DST-HIV/Aids, assistência à gestação e parto, gestão de serviços, educação superior e educação para médicos e demais profissionais da saúde. É revisora para diversos periódicos e palestrante convidada para eventos nacionais e internacionais nas diversas áreas temáticas de atuação científica, incluindo HIV-AIDS e DST, infecções na mulher, saúde reprodutiva, qualidade de assistência obstétrica e ensino na saúde. (Fonte: Currículo Lattes)",AIDS%1#Adolescente%1#Adolescentes%1#Assoalho pélvico%1#Avaliação%1#Ciências Humanas%3#Ciências da Saúde%10#Clínica médica%1#Comunicação em saúde%1#Contração muscular%1#Cuidado pré-natal%1#Currículo%2#Direitos Sexuais e Reprodutivos%1#Educação médica%1#Educação%4#Efeitos colaterais e reações adversas relacionados a medicamentos%1#Ensino superior%2#Ensino-aprendizagem%3#Epidemiologia%2#Episiotomia%1#Gravidez%4#Hiv%5#Hpv%1#Humanização da assistência%1#Infecções por Papillomavirus%1#Integração%1#Medicina%9#Mulheres%2#Near Miss%1#Obstetrícia%1#Perfil lipídico%1#Perinatologia%1#Política de saúde%1#Prevenção%1#Reprodução%1#Revelação da Verdade%1#Saúde Coletiva%2#Saúde Materno-infantil%8#Saúde Pública%2#Sífilis%1#Simulação de Paciente%1#Sistema Único de Saúde%1#Soalho pélvico%1#Tocoginecologia%2#Vigilância%1,11,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A33685) AND (auxilio:* AND situacao:""Concluídos"")",2.0,"/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A33685) AND (bolsa_exact:""Bolsas no Brasil"" AND situacao:""Concluídos"")",,,13.0,/pt/pesquisa/buscador/?q2=(id_pesquisador_exact%3A33685) AND (*:*),7,10
